cello_pitch,viola_pitch,interval,semitones,dynamic,technique,cello_file,cello_instrument_code,cello_pitch_code,cello_technique_code,cello_dynamic_code,cello_audible_duration,cello_dynamic,cello_technique,cello_family,viola_file,viola_instrument_code,viola_pitch_code,viola_technique_code,viola_dynamic_code,viola_audible_duration,viola_dynamic,viola_technique,viola_family,wav_filename,chord_filename
12,,cello violin,,fortissimo,arco-normal,solo_wavs/solo_cello/cello_120409_fortissimo_arco-normal.wav,1,12,09,04,0.01,fortissimo,arco-normal,bowed,,,,,,,,,,120409_423514.wav,120409_423514.wav
12,,cello violin,,fortissimo,arco-normal,solo_wavs/solo_cello/cello_120409_fortissimo_arco-normal.wav,1,12,09,04,0.01,fortissimo,arco-normal,bowed,,,,,,,,,,120409_435617.wav,120409_435617.wav
12,,cello violin,,fortissimo,arco-normal,solo_wavs/solo_cello/cello_121409_fortissimo_arco-normal.wav,1,12,09,14,0.01,fortissimo,arco-normal,bowed,,,,,,,,,,121409_433309.wav,121409_433309.wav
12,,cello violin,,pianissimo,arco-normal,solo_wavs/solo_cello/cello_121502_pianissimo_arco-normal.wav,1,12,02,15,0.01,pianissimo,arco-normal,bowed,,,,,,,,,,121502_432809.wav,121502_432809.wav
12,,cello violin,,pianissimo,arco-normal,solo_wavs/solo_cello/cello_121502_pianissimo_arco-normal.wav,1,12,02,15,0.01,pianissimo,arco-normal,bowed,,,,,,,,,,121502_438709.wav,121502_438709.wav
12,,cello violin,,mezzo-piano,arco-normal,solo_wavs/solo_cello/cello_121606_mezzo-piano_arco-normal.wav,1,12,06,16,0.01,mezzo-piano,arco-normal,bowed,,,,,,,,,,121606_431809.wav,121606_431809.wav
12,,cello violin,,pianissimo,arco-normal,solo_wavs/solo_cello/cello_122502_pianissimo_arco-normal.wav,1,12,02,25,0.01,pianissimo,arco-normal,bowed,,,,,,,,,,122502_423409.wav,122502_423409.wav
12,,cello violin,,pianissimo,arco-normal,solo_wavs/solo_cello/cello_122502_pianissimo_arco-normal.wav,1,12,02,25,0.01,pianissimo,arco-normal,bowed,,,,,,,,,,122502_436509.wav,122502_436509.wav
12,,cello violin,,mezzo-piano,non-vibrato,solo_wavs/solo_cello/cello_122617_mezzo-piano_non-vibrato.wav,1,12,17,26,0.01,mezzo-piano,non-vibrato,bowed,,,,,,,,,,122617_434702.wav,122617_434702.wav
12,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_122709_forte_arco-normal.wav,1,12,09,27,0.01,forte,arco-normal,bowed,,,,,,,,,,122709_430703.wav,122709_430703.wav
12,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_124309_forte_arco-normal.wav,1,12,09,43,0.01,forte,arco-normal,bowed,,,,,,,,,,124309_429810.wav,124309_429810.wav
12,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_124609_forte_arco-normal.wav,1,12,09,46,0.01,forte,arco-normal,bowed,,,,,,,,,,124609_433618.wav,124609_433618.wav
12,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_124809_forte_arco-normal.wav,1,12,09,48,0.01,forte,arco-normal,bowed,,,,,,,,,,124809_431309.wav,124809_431309.wav
12,,cello violin,,pianissimo,arco-normal,solo_wavs/solo_cello/cello_125502_pianissimo_arco-normal.wav,1,12,02,55,0.01,pianissimo,arco-normal,bowed,,,,,,,,,,125502_445509.wav,125502_445509.wav
12,,cello violin,,mezzo-forte,arco-normal,solo_wavs/solo_cello/cello_125505_mezzo-forte_arco-normal.wav,1,12,05,55,0.01,mezzo-forte,arco-normal,bowed,,,,,,,,,,125505_429409.wav,125505_429409.wav
12,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_126309_forte_arco-normal.wav,1,12,09,63,0.01,forte,arco-normal,bowed,,,,,,,,,,126309_426509.wav,126309_426509.wav
12,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_126609_forte_arco-normal.wav,1,12,09,66,0.01,forte,arco-normal,bowed,,,,,,,,,,126609_433319.wav,126609_433319.wav
12,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_126709_forte_arco-normal.wav,1,12,09,67,0.01,forte,arco-normal,bowed,,,,,,,,,,126709_439703.wav,126709_439703.wav
12,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_127609_forte_arco-normal.wav,1,12,09,76,0.01,forte,arco-normal,bowed,,,,,,,,,,127609_433802.wav,127609_433802.wav
12,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_127609_forte_arco-normal.wav,1,12,09,76,0.01,forte,arco-normal,bowed,,,,,,,,,,127609_438809.wav,127609_438809.wav
12,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_127609_forte_arco-normal.wav,1,12,09,76,0.01,forte,arco-normal,bowed,,,,,,,,,,127609_445409.wav,127609_445409.wav
12,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_127709_forte_arco-normal.wav,1,12,09,77,0.01,forte,arco-normal,bowed,,,,,,,,,,127709_444617.wav,127709_444617.wav
12,,cello violin,,mezzo-forte,arco-normal,solo_wavs/solo_cello/cello_128505_mezzo-forte_arco-normal.wav,1,12,05,85,0.01,mezzo-forte,arco-normal,bowed,,,,,,,,,,128505_433515.wav,128505_433515.wav
12,,cello violin,,piano,arco-minor-trill,solo_wavs/solo_cello/cello_128608_piano_arco-minor-trill.wav,1,12,08,86,0.01,piano,arco-minor-trill,bowed,,,,,,,,,,128608_429515.wav,128608_429515.wav
12,,cello violin,,piano,arco-minor-trill,solo_wavs/solo_cello/cello_128608_piano_arco-minor-trill.wav,1,12,08,86,0.01,piano,arco-minor-trill,bowed,,,,,,,,,,128608_434702.wav,128608_434702.wav
12,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_128709_forte_arco-normal.wav,1,12,09,87,0.01,forte,arco-normal,bowed,,,,,,,,,,128709_438409.wav,128709_438409.wav
12,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_129309_forte_arco-normal.wav,1,12,09,93,0.01,forte,arco-normal,bowed,,,,,,,,,,129309_429617.wav,129309_429617.wav
13,,cello violin,,piano,arco-normal,solo_wavs/solo_cello/cello_130309_piano_arco-normal.wav,1,13,09,03,0.01,piano,arco-normal,bowed,,,,,,,,,,130309_436409.wav,130309_436409.wav
13,,cello violin,,fortissimo,arco-normal,solo_wavs/solo_cello/cello_130409_fortissimo_arco-normal.wav,1,13,09,04,0.01,fortissimo,arco-normal,bowed,,,,,,,,,,130409_444509.wav,130409_444509.wav
13,,cello violin,,fortissimo,arco-normal,solo_wavs/solo_cello/cello_130409_fortissimo_arco-normal.wav,1,13,09,04,0.01,fortissimo,arco-normal,bowed,,,,,,,,,,130409_448809.wav,130409_448809.wav
13,,cello violin,,mezzo-piano,arco-normal,solo_wavs/solo_cello/cello_130609_mezzo-piano_arco-normal.wav,1,13,09,06,0.01,mezzo-piano,arco-normal,bowed,,,,,,,,,,130609_439809.wav,130609_439809.wav
13,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_131309_forte_arco-normal.wav,1,13,09,13,0.01,forte,arco-normal,bowed,,,,,,,,,,131309_434709.wav,131309_434709.wav
13,,cello violin,,mezzo-piano,arco-normal,solo_wavs/solo_cello/cello_131606_mezzo-piano_arco-normal.wav,1,13,06,16,0.01,mezzo-piano,arco-normal,bowed,,,,,,,,,,131606_448509.wav,131606_448509.wav
13,,cello violin,,mezzo-piano,arco-normal,solo_wavs/solo_cello/cello_131709_mezzo-piano_arco-normal.wav,1,13,09,17,0.01,mezzo-piano,arco-normal,bowed,,,,,,,,,,131709_441401.wav,131709_441401.wav
13,,cello violin,,mezzo-piano,arco-normal,solo_wavs/solo_cello/cello_131709_mezzo-piano_arco-normal.wav,1,13,09,17,0.01,mezzo-piano,arco-normal,bowed,,,,,,,,,,131709_444409.wav,131709_444409.wav
13,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_132409_forte_arco-normal.wav,1,13,09,24,0.01,forte,arco-normal,bowed,,,,,,,,,,132409_444515.wav,132409_444515.wav
13,,cello violin,,pianissimo,arco-normal,solo_wavs/solo_cello/cello_132502_pianissimo_arco-normal.wav,1,13,02,25,0.01,pianissimo,arco-normal,bowed,,,,,,,,,,132502_437709.wav,132502_437709.wav
13,,cello violin,,pianissimo,arco-normal,solo_wavs/solo_cello/cello_132502_pianissimo_arco-normal.wav,1,13,02,25,0.01,pianissimo,arco-normal,bowed,,,,,,,,,,132502_443509.wav,132502_443509.wav
13,,cello violin,,mezzo-piano,arco-normal,solo_wavs/solo_cello/cello_134606_mezzo-piano_arco-normal.wav,1,13,06,46,0.01,mezzo-piano,arco-normal,bowed,,,,,,,,,,134606_448702.wav,134606_448702.wav
13,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_134709_forte_arco-normal.wav,1,13,09,47,0.01,forte,arco-normal,bowed,,,,,,,,,,134709_435609.wav,134709_435609.wav
13,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_135709_forte_arco-normal.wav,1,13,09,57,0.01,forte,arco-normal,bowed,,,,,,,,,,135709_450509.wav,135709_450509.wav
13,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_136409_forte_arco-normal.wav,1,13,09,64,0.01,forte,arco-normal,bowed,,,,,,,,,,136409_443702.wav,136409_443702.wav
13,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_136409_forte_arco-normal.wav,1,13,09,64,0.01,forte,arco-normal,bowed,,,,,,,,,,136409_449514.wav,136409_449514.wav
13,,cello violin,,pianissimo,arco-normal,solo_wavs/solo_cello/cello_136502_pianissimo_arco-normal.wav,1,13,02,65,0.01,pianissimo,arco-normal,bowed,,,,,,,,,,136502_448409.wav,136502_448409.wav
13,,cello violin,,pianissimo,arco-normal,solo_wavs/solo_cello/cello_136502_pianissimo_arco-normal.wav,1,13,02,65,0.01,pianissimo,arco-normal,bowed,,,,,,,,,,136502_456509.wav,136502_456509.wav
13,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_138409_forte_arco-normal.wav,1,13,09,84,0.01,forte,arco-normal,bowed,,,,,,,,,,138409_453513.wav,138409_453513.wav
13,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_138609_forte_arco-normal.wav,1,13,09,86,0.01,forte,arco-normal,bowed,,,,,,,,,,138609_443709.wav,138609_443709.wav
13,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_138709_forte_arco-normal.wav,1,13,09,87,0.01,forte,arco-normal,bowed,,,,,,,,,,138709_440515.wav,138709_440515.wav
13,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_139309_forte_arco-normal.wav,1,13,09,93,0.01,forte,arco-normal,bowed,,,,,,,,,,139309_444609.wav,139309_444609.wav
14,,cello violin,,piano,arco-normal,solo_wavs/solo_cello/cello_140309_piano_arco-normal.wav,1,14,09,03,0.01,piano,arco-normal,bowed,,,,,,,,,,140309_454509.wav,140309_454509.wav
14,,cello violin,,mezzo-forte,arco-normal,solo_wavs/solo_cello/cello_140505_mezzo-forte_arco-normal.wav,1,14,05,05,0.01,mezzo-forte,arco-normal,bowed,,,,,,,,,,140505_443409.wav,140505_443409.wav
14,,cello violin,,mezzo-piano,arco-normal,solo_wavs/solo_cello/cello_140609_mezzo-piano_arco-normal.wav,1,14,09,06,0.01,mezzo-piano,arco-normal,bowed,,,,,,,,,,140609_443809.wav,140609_443809.wav
14,,cello violin,,mezzo-piano,arco-normal,solo_wavs/solo_cello/cello_140609_mezzo-piano_arco-normal.wav,1,14,09,06,0.01,mezzo-piano,arco-normal,bowed,,,,,,,,,,140609_454810.wav,140609_454810.wav
14,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_141309_forte_arco-normal.wav,1,14,09,13,0.01,forte,arco-normal,bowed,,,,,,,,,,141309_445509.wav,141309_445509.wav
14,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_141609_forte_arco-normal.wav,1,14,09,16,0.01,forte,arco-normal,bowed,,,,,,,,,,141609_441709.wav,141609_441709.wav
14,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_141609_forte_arco-normal.wav,1,14,09,16,0.01,forte,arco-normal,bowed,,,,,,,,,,141609_450513.wav,141609_450513.wav
14,,cello violin,,mezzo-piano,arco-normal,solo_wavs/solo_cello/cello_141709_mezzo-piano_arco-normal.wav,1,14,09,17,0.01,mezzo-piano,arco-normal,bowed,,,,,,,,,,141709_456513.wav,141709_456513.wav
14,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_142409_forte_arco-normal.wav,1,14,09,24,0.01,forte,arco-normal,bowed,,,,,,,,,,142409_451516.wav,142409_451516.wav
14,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_142609_forte_arco-normal.wav,1,14,09,26,0.01,forte,arco-normal,bowed,,,,,,,,,,142609_444314.wav,142609_444314.wav
14,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_144409_forte_arco-normal.wav,1,14,09,44,0.01,forte,arco-normal,bowed,,,,,,,,,,144409_459809.wav,144409_459809.wav
14,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_144709_forte_arco-normal.wav,1,14,09,47,0.01,forte,arco-normal,bowed,,,,,,,,,,144709_456609.wav,144709_456609.wav
14,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_145309_forte_arco-normal.wav,1,14,09,53,0.01,forte,arco-normal,bowed,,,,,,,,,,145309_459321.wav,145309_459321.wav
14,,cello violin,,mezzo-forte,arco-normal,solo_wavs/solo_cello/cello_145505_mezzo-forte_arco-normal.wav,1,14,05,55,0.01,mezzo-forte,arco-normal,bowed,,,,,,,,,,145505_458409.wav,145505_458409.wav
14,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_146309_forte_arco-normal.wav,1,14,09,63,0.01,forte,arco-normal,bowed,,,,,,,,,,146309_459509.wav,146309_459509.wav
14,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_146409_forte_arco-normal.wav,1,14,09,64,0.01,forte,arco-normal,bowed,,,,,,,,,,146409_452709.wav,146409_452709.wav
14,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_147309_forte_arco-normal.wav,1,14,09,73,0.01,forte,arco-normal,bowed,,,,,,,,,,147309_460516.wav,147309_460516.wav
14,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_147309_forte_arco-normal.wav,1,14,09,73,0.01,forte,arco-normal,bowed,,,,,,,,,,147309_468516.wav,147309_468516.wav
14,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_147709_forte_arco-normal.wav,1,14,09,77,0.01,forte,arco-normal,bowed,,,,,,,,,,147709_459315.wav,147709_459315.wav
14,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_148709_forte_arco-normal.wav,1,14,09,87,0.01,forte,arco-normal,bowed,,,,,,,,,,148709_463513.wav,148709_463513.wav
15,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_152709_forte_arco-normal.wav,1,15,09,27,0.01,forte,arco-normal,bowed,,,,,,,,,,152709_459703.wav,152709_459703.wav
