cello_pitch,viola_pitch,interval,semitones,dynamic,technique,cello_file,cello_instrument_code,cello_pitch_code,cello_technique_code,cello_dynamic_code,cello_audible_duration,cello_dynamic,cello_technique,cello_family,viola_file,viola_instrument_code,viola_pitch_code,viola_technique_code,viola_dynamic_code,viola_audible_duration,viola_dynamic,viola_technique,viola_family,wav_filename,chord_filename
,21,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_219809_forte_arco-normal.wav,1,21,09,98,0.01,forte,arco-normal,bowed,219809_440421.wav,219809_440421.wav
,22,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_220709_forte_arco-normal.wav,1,22,09,07,0.01,forte,arco-normal,bowed,220709_437509.wav,220709_437509.wav
,22,viola violin,,piano,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_220809_piano_arco-normal.wav,1,22,09,08,0.01,piano,arco-normal,bowed,220809_430819.wav,220809_430819.wav
,22,viola violin,,piano,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_220809_piano_arco-normal.wav,1,22,09,08,0.01,piano,arco-normal,bowed,220809_438514.wav,220809_438514.wav
,22,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_221809_forte_arco-normal.wav,1,22,09,18,0.01,forte,arco-normal,bowed,221809_433810.wav,221809_433810.wav
,22,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_223609_forte_arco-normal.wav,1,22,09,36,0.01,forte,arco-normal,bowed,223609_436309.wav,223609_436309.wav
,22,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_224809_forte_arco-normal.wav,1,22,09,48,0.01,forte,arco-normal,bowed,224809_429811.wav,224809_429811.wav
,22,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_224809_forte_arco-normal.wav,1,22,09,48,0.01,forte,arco-normal,bowed,224809_438519.wav,224809_438519.wav
,22,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_225709_forte_arco-normal.wav,1,22,09,57,0.01,forte,arco-normal,bowed,225709_426409.wav,225709_426409.wav
,22,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_225709_forte_arco-normal.wav,1,22,09,57,0.01,forte,arco-normal,bowed,225709_437407.wav,225709_437407.wav
,22,viola violin,,piano,pizz-normal,,,,,,,,,,solo_wavs/solo_viola/viola_225819_piano_pizz-normal.wav,1,22,19,58,0.01,piano,pizz-normal,plucked,225819_445401.wav,225819_445401.wav
,22,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_226409_forte_arco-normal.wav,1,22,09,64,0.01,forte,arco-normal,bowed,226409_437609.wav,226409_437609.wav
,22,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_226809_forte_arco-normal.wav,1,22,09,68,0.01,forte,arco-normal,bowed,226809_438513.wav,226809_438513.wav
,22,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_227409_forte_arco-normal.wav,1,22,09,74,0.01,forte,arco-normal,bowed,227409_440401.wav,227409_440401.wav
,22,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_227809_forte_arco-normal.wav,1,22,09,78,0.01,forte,arco-normal,bowed,227809_442401.wav,227809_442401.wav
,22,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_228809_forte_arco-normal.wav,1,22,09,88,0.01,forte,arco-normal,bowed,228809_433515.wav,228809_433515.wav
,23,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_230709_forte_arco-normal.wav,1,23,09,07,0.01,forte,arco-normal,bowed,230709_447409.wav,230709_447409.wav
,23,viola violin,,fortissimo,natural-harmonic,,,,,,,,,,solo_wavs/solo_viola/viola_231421_fortissimo_natural-harmonic.wav,1,23,21,14,0.01,fortissimo,natural-harmonic,harmonic,231421_437709.wav,231421_437709.wav
,23,viola violin,,pianissimo,arco-minor-trill,,,,,,,,,,solo_wavs/solo_viola/viola_231508_pianissimo_arco-minor-trill.wav,1,23,08,15,0.01,pianissimo,arco-minor-trill,bowed,231508_449513.wav,231508_449513.wav
,23,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_231609_forte_arco-normal.wav,1,23,09,16,0.01,forte,arco-normal,bowed,231609_448509.wav,231609_448509.wav
,23,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_232609_forte_arco-normal.wav,1,23,09,26,0.01,forte,arco-normal,bowed,232609_443509.wav,232609_443509.wav
,23,viola violin,,fortissimo,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_232804_fortissimo_arco-normal.wav,1,23,04,28,0.01,fortissimo,arco-normal,bowed,232804_445709.wav,232804_445709.wav
,23,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_233609_forte_arco-normal.wav,1,23,09,36,0.01,forte,arco-normal,bowed,233609_451309.wav,233609_451309.wav
,23,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_234709_forte_arco-normal.wav,1,23,09,47,0.01,forte,arco-normal,bowed,234709_434509.wav,234709_434509.wav
,23,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_234709_forte_arco-normal.wav,1,23,09,47,0.01,forte,arco-normal,bowed,234709_444809.wav,234709_444809.wav
,23,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_234709_forte_arco-normal.wav,1,23,09,47,0.01,forte,arco-normal,bowed,234709_455409.wav,234709_455409.wav
,23,viola violin,,mezzo-piano,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_235506_mezzo-piano_arco-normal.wav,1,23,06,55,0.01,mezzo-piano,arco-normal,bowed,235506_453809.wav,235506_453809.wav
,23,viola violin,,pianissimo,arco-col-legno-battuto,,,,,,,,,,solo_wavs/solo_viola/viola_235515_pianissimo_arco-col-legno-battuto.wav,1,23,15,55,0.01,pianissimo,arco-col-legno-battuto,col_legno,235515_448513.wav,235515_448513.wav
,23,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_235809_forte_arco-normal.wav,1,23,09,58,0.01,forte,arco-normal,bowed,235809_443811.wav,235809_443811.wav
,23,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_236409_forte_arco-normal.wav,1,23,09,64,0.01,forte,arco-normal,bowed,236409_456609.wav,236409_456609.wav
,23,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_236809_forte_arco-normal.wav,1,23,09,68,0.01,forte,arco-normal,bowed,236809_449515.wav,236809_449515.wav
,23,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_237513_forte_arco-normal.wav,1,23,13,75,0.01,forte,arco-normal,bowed,237513_446709.wav,237513_446709.wav
,23,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_237513_forte_arco-normal.wav,1,23,13,75,0.01,forte,arco-normal,bowed,237513_452409.wav,237513_452409.wav
,24,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_240709_forte_arco-normal.wav,1,24,09,07,0.01,forte,arco-normal,bowed,240709_448810.wav,240709_448810.wav
,24,viola violin,,pianissimo,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_241513_pianissimo_arco-normal.wav,1,24,13,15,0.01,pianissimo,arco-normal,bowed,241513_444321.wav,241513_444321.wav
,24,viola violin,,mezzo-piano,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_241709_mezzo-piano_arco-normal.wav,1,24,09,17,0.01,mezzo-piano,arco-normal,bowed,241709_450609.wav,241709_450609.wav
,24,viola violin,,mezzo-piano,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_241709_mezzo-piano_arco-normal.wav,1,24,09,17,0.01,mezzo-piano,arco-normal,bowed,241709_459816.wav,241709_459816.wav
,24,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_242409_forte_arco-normal.wav,1,24,09,24,0.01,forte,arco-normal,bowed,242409_453509.wav,242409_453509.wav
,24,viola violin,,pianissimo,arco-col-legno-battuto,,,,,,,,,,solo_wavs/solo_viola/viola_243515_pianissimo_arco-col-legno-battuto.wav,1,24,15,35,0.01,pianissimo,arco-col-legno-battuto,col_legno,243515_454309.wav,243515_454309.wav
,24,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_243609_forte_arco-normal.wav,1,24,09,36,0.01,forte,arco-normal,bowed,243609_455802.wav,243609_455802.wav
,24,viola violin,,pianissimo,arco-col-legno-battuto,,,,,,,,,,solo_wavs/solo_viola/viola_244515_pianissimo_arco-col-legno-battuto.wav,1,24,15,45,0.01,pianissimo,arco-col-legno-battuto,col_legno,244515_446709.wav,244515_446709.wav
,24,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_244609_forte_arco-normal.wav,1,24,09,46,0.01,forte,arco-normal,bowed,244609_448315.wav,244609_448315.wav
,24,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_245609_forte_arco-normal.wav,1,24,09,56,0.01,forte,arco-normal,bowed,245609_445509.wav,245609_445509.wav
,24,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_246409_forte_arco-normal.wav,1,24,09,64,0.01,forte,arco-normal,bowed,246409_449809.wav,246409_449809.wav
,24,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_246709_forte_arco-normal.wav,1,24,09,67,0.01,forte,arco-normal,bowed,246709_449814.wav,246709_449814.wav
,24,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_247309_forte_arco-normal.wav,1,24,09,73,0.01,forte,arco-normal,bowed,247309_464409.wav,247309_464409.wav
,24,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_247409_forte_arco-normal.wav,1,24,09,74,0.01,forte,arco-normal,bowed,247409_453513.wav,247409_453513.wav
,24,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_247809_forte_arco-normal.wav,1,24,09,78,0.01,forte,arco-normal,bowed,247809_453709.wav,247809_453709.wav
,24,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_249513_forte_arco-normal.wav,1,24,13,95,0.01,forte,arco-normal,bowed,249513_452516.wav,249513_452516.wav
,24,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_249709_forte_arco-normal.wav,1,24,09,97,0.01,forte,arco-normal,bowed,249709_452609.wav,249709_452609.wav
,25,viola violin,,mezzo-piano,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_251709_mezzo-piano_arco-normal.wav,1,25,09,17,0.01,mezzo-piano,arco-normal,bowed,251709_456702.wav,251709_456702.wav
,25,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_251809_forte_arco-normal.wav,1,25,09,18,0.01,forte,arco-normal,bowed,251809_457513.wav,251809_457513.wav
,25,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_252809_forte_arco-normal.wav,1,25,09,28,0.01,forte,arco-normal,bowed,252809_454409.wav,252809_454409.wav
,25,viola violin,,piano,arco-minor-trill,,,,,,,,,,solo_wavs/solo_viola/viola_253508_piano_arco-minor-trill.wav,1,25,08,35,0.01,piano,arco-minor-trill,bowed,253508_460709.wav,253508_460709.wav
,25,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_253609_forte_arco-normal.wav,1,25,09,36,0.01,forte,arco-normal,bowed,253609_463516.wav,253609_463516.wav
,25,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_253709_forte_arco-normal.wav,1,25,09,37,0.01,forte,arco-normal,bowed,253709_465409.wav,253709_465409.wav
,25,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_253809_forte_arco-normal.wav,1,25,09,38,0.01,forte,arco-normal,bowed,253809_465409.wav,253809_465409.wav
,25,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_258409_forte_arco-normal.wav,1,25,09,84,0.01,forte,arco-normal,bowed,258409_470509.wav,258409_470509.wav
,25,viola violin,,forte,arco-normal,,,,,,,,,,solo_wavs/solo_viola/viola_259809_forte_arco-normal.wav,1,25,09,98,0.01,forte,arco-normal,bowed,259809_468509.wav,259809_468509.wav
