cello_pitch,viola_pitch,violin1_pitch,chord_type,dynamic,technique,cello_file,cello_instrument_code,cello_pitch_code,cello_technique_code,cello_dynamic_code,cello_audible_duration,cello_dynamic,cello_technique,cello_family,viola_file,viola_instrument_code,viola_pitch_code,viola_technique_code,viola_dynamic_code,viola_audible_duration,viola_dynamic,viola_technique,viola_family,violin1_file,violin1_instrument_code,violin1_pitch_code,violin1_technique_code,violin1_dynamic_code,violin1_audible_duration,violin1_dynamic,violin1_technique,violin1_family,wav_filename,chord_filename
13,22,44,major,forte,arco-normal,solo_wavs/solo_cello/cello_133609_forte_arco-normal.wav,1,13,09,36,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_226409_forte_arco-normal.wav,2,22,09,64,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_442309_forte_arco-normal.wav,3,44,09,23,0.01,forte,arco-normal,bowed,Asmaj133609_226409_442309c.wav,Asmaj133609_226409_442309c.wav
13,25,46,major,forte,arco-normal,solo_wavs/solo_cello/cello_138409_forte_arco-normal.wav,1,13,09,84,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_254709_forte_arco-normal.wav,2,25,09,47,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_469809_forte_arco-normal.wav,3,46,09,98,0.01,forte,arco-normal,bowed,Asmaj138409_254709_469809o.wav,Asmaj138409_254709_469809o.wav
14,24,43,major,forte,arco-normal,solo_wavs/solo_cello/cello_142309_forte_arco-normal.wav,1,14,09,23,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_245809_forte_arco-normal.wav,2,24,09,58,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_438809_forte_arco-normal.wav,3,43,09,88,0.01,forte,arco-normal,bowed,Asmaj142309_245809_438809c.wav,Asmaj142309_245809_438809c.wav
14,23,45,major,forte,arco-normal,solo_wavs/solo_cello/cello_145409_forte_arco-normal.wav,1,14,09,54,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_238409_forte_arco-normal.wav,2,23,09,84,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_454614_fortissimo_arco-tremolo.wav,3,45,14,46,0.01,fortissimo,arco-tremolo,bowed,Asmaj145409_238409_454614c.wav,Asmaj145409_238409_454614c.wav
12,24,44,major,forte,arco-normal,solo_wavs/solo_cello/cello_127409_forte_arco-normal.wav,1,12,09,74,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_243419_piano_pizz-normal.wav,2,24,19,34,0.01,piano,pizz-normal,plucked,solo_wavs/solo_violin1/violin1_446609_forte_arco-normal.wav,3,44,09,66,0.01,forte,arco-normal,bowed,Bmaj127409_243419_446609c.wav,Bmaj127409_243419_446609c.wav
13,23,42,major,forte,arco-normal,solo_wavs/solo_cello/cello_131309_forte_arco-normal.wav,1,13,09,13,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_234609_forte_arco-normal.wav,2,23,09,46,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_427809_forte_arco-normal.wav,3,42,09,78,0.01,forte,arco-normal,bowed,Bmaj131309_234609_427809c.wav,Bmaj131309_234609_427809c.wav
14,25,45,major,forte,arco-normal,solo_wavs/solo_cello/cello_143309_forte_arco-normal.wav,1,14,09,33,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_258709_forte_arco-normal.wav,2,25,09,87,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_451709_mezzo-piano_arco-normal.wav,3,45,09,17,0.01,mezzo-piano,arco-normal,bowed,Bmaj143309_258709_451709o.wav,Bmaj143309_258709_451709o.wav
10,22,42,major,forte,arco-normal,solo_wavs/solo_cello/cello_104309_forte_arco-normal.wav,1,10,09,43,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_220409_fortissimo_arco-normal.wav,2,22,09,04,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_violin1/violin1_423609_forte_arco-normal.wav,3,42,09,36,0.01,forte,arco-normal,bowed,Cmaj104309_220409_423609o.wav,Cmaj104309_220409_423609o.wav
10,22,42,major,pianissimo,arco-normal,solo_wavs/solo_cello/cello_104502_pianissimo_arco-normal.wav,1,10,02,45,0.01,pianissimo,arco-normal,bowed,solo_wavs/solo_viola/viola_220409_fortissimo_arco-normal.wav,2,22,09,04,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_violin1/violin1_423702_pianissimo_arco-normal.wav,3,42,02,37,0.01,pianissimo,arco-normal,bowed,Cmaj104502_220409_423702o.wav,Cmaj104502_220409_423702o.wav
11,21,43,major,forte,arco-normal,solo_wavs/solo_cello/cello_111609_forte_arco-normal.wav,1,11,09,16,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_216609_forte_arco-normal.wav,2,21,09,66,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_432509_forte_arco-normal.wav,3,43,09,25,0.01,forte,arco-normal,bowed,Cmaj111609_216609_432509o.wav,Cmaj111609_216609_432509o.wav
11,22,42,major,forte,arco-normal,solo_wavs/solo_cello/cello_116409_forte_arco-normal.wav,1,11,09,64,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_220809_piano_arco-normal.wav,2,22,09,08,0.01,piano,arco-normal,bowed,solo_wavs/solo_violin1/violin1_423709_forte_arco-normal.wav,3,42,09,37,0.01,forte,arco-normal,bowed,Cmaj116409_220809_423709c.wav,Cmaj116409_220809_423709c.wav
11,23,43,major,forte,arco-normal,solo_wavs/solo_cello/cello_116409_forte_arco-normal.wav,1,11,09,64,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_232709_forte_arco-normal.wav,2,23,09,27,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_435809_forte_arco-normal.wav,3,43,09,58,0.01,forte,arco-normal,bowed,Cmaj116409_232709_435809o.wav,Cmaj116409_232709_435809o.wav
11,22,43,major,forte,arco-normal,solo_wavs/solo_cello/cello_116609_forte_arco-normal.wav,1,11,09,66,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_220409_fortissimo_arco-normal.wav,2,22,09,04,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_violin1/violin1_435309_forte_arco-normal.wav,3,43,09,53,0.01,forte,arco-normal,bowed,Cmaj116609_220409_435309o.wav,Cmaj116609_220409_435309o.wav
12,22,42,major,fortissimo,arco-normal,solo_wavs/solo_cello/cello_120409_fortissimo_arco-normal.wav,1,12,09,04,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_viola/viola_223709_forte_arco-normal.wav,2,22,09,37,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_428609_forte_arco-normal.wav,3,42,09,86,0.01,forte,arco-normal,bowed,Cmaj120409_223709_428609c.wav,Cmaj120409_223709_428609c.wav
12,22,43,major,forte,arco-normal,solo_wavs/solo_cello/cello_123609_forte_arco-normal.wav,1,12,09,36,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_228804_fortissimo_arco-normal.wav,2,22,04,88,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_violin1/violin1_432809_forte_arco-normal.wav,3,43,09,28,0.01,forte,arco-normal,bowed,Cmaj123609_228804_432809c.wav,Cmaj123609_228804_432809c.wav
13,24,45,major,forte,arco-normal,solo_wavs/solo_cello/cello_132309_forte_arco-normal.wav,1,13,09,23,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_247309_forte_arco-normal.wav,2,24,09,73,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_452509_forte_arco-normal.wav,3,45,09,25,0.01,forte,arco-normal,bowed,Cmaj132309_247309_452509o.wav,Cmaj132309_247309_452509o.wav
13,24,45,major,forte,arco-normal,solo_wavs/solo_cello/cello_132709_forte_arco-normal.wav,1,13,09,27,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_247409_forte_arco-normal.wav,2,24,09,74,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_452516_forte_arco-harmonic.wav,3,45,16,25,0.01,forte,arco-harmonic,harmonic,Cmaj132709_247409_452516o.wav,Cmaj132709_247409_452516o.wav
13,24,45,major,forte,arco-normal,solo_wavs/solo_cello/cello_135309_forte_arco-normal.wav,1,13,09,53,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_240809_piano_arco-normal.wav,2,24,09,08,0.01,piano,arco-normal,bowed,solo_wavs/solo_violin1/violin1_456809_forte_arco-normal.wav,3,45,09,68,0.01,forte,arco-normal,bowed,Cmaj135309_240809_456809o.wav,Cmaj135309_240809_456809o.wav
13,24,44,major,forte,arco-normal,solo_wavs/solo_cello/cello_135609_forte_arco-normal.wav,1,13,09,56,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_240309_piano_arco-normal.wav,2,24,09,03,0.01,piano,arco-normal,bowed,solo_wavs/solo_violin1/violin1_444809_forte_arco-normal.wav,3,44,09,48,0.01,forte,arco-normal,bowed,Cmaj135609_240309_444809c.wav,Cmaj135609_240309_444809c.wav
14,24,45,major,fortissimo,arco-normal,solo_wavs/solo_cello/cello_140409_fortissimo_arco-normal.wav,1,14,09,04,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_viola/viola_244509_forte_arco-normal.wav,2,24,09,45,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_459309_forte_arco-normal.wav,3,45,09,93,0.01,forte,arco-normal,bowed,Cmaj140409_244509_459309o.wav,Cmaj140409_244509_459309o.wav
14,24,45,major,forte,arco-normal,solo_wavs/solo_cello/cello_144609_forte_arco-normal.wav,1,14,09,46,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_247609_forte_arco-normal.wav,2,24,09,76,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_452409_forte_arco-normal.wav,3,45,09,24,0.01,forte,arco-normal,bowed,Cmaj144609_247609_452409c.wav,Cmaj144609_247609_452409c.wav
14,25,45,major,forte,arco-normal,solo_wavs/solo_cello/cello_147609_forte_arco-normal.wav,1,14,09,76,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_252809_forte_arco-normal.wav,2,25,09,28,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_456509_forte_arco-normal.wav,3,45,09,65,0.01,forte,arco-normal,bowed,Cmaj147609_252809_456509c.wav,Cmaj147609_252809_456509c.wav
15,25,47,major,forte,arco-normal,solo_wavs/solo_cello/cello_152609_forte_arco-normal.wav,1,15,09,26,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_256809_forte_arco-normal.wav,2,25,09,68,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_471509_pianissimo_arco-normal.wav,3,47,09,15,0.01,pianissimo,arco-normal,bowed,Cmaj152609_256809_471509o.wav,Cmaj152609_256809_471509o.wav
12,22,43,major,forte,arco-normal,solo_wavs/solo_cello/cello_124309_forte_arco-normal.wav,1,12,09,43,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_229409_forte_arco-normal.wav,2,22,09,94,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_433509_forte_arco-normal.wav,3,43,09,35,0.01,forte,arco-normal,bowed,Csmaj124309_229409_433509c.wav,Csmaj124309_229409_433509c.wav
14,24,44,major,fortissimo,arco-normal,solo_wavs/solo_cello/cello_141409_fortissimo_arco-normal.wav,1,14,09,14,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_viola/viola_245409_forte_arco-normal.wav,2,24,09,54,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_448819_piano_pizz-normal.wav,3,44,19,88,0.01,piano,pizz-normal,plucked,Csmaj141409_245409_448819c.wav,Csmaj141409_245409_448819c.wav
14,25,46,major,forte,arco-normal,solo_wavs/solo_cello/cello_141609_forte_arco-normal.wav,1,14,09,16,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_257609_forte_arco-normal.wav,2,25,09,76,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_460816_piano_arco-harmonic.wav,3,46,16,08,0.01,piano,arco-harmonic,harmonic,Csmaj141609_257609_460816o.wav,Csmaj141609_257609_460816o.wav
14,24,45,major,forte,arco-normal,solo_wavs/solo_cello/cello_145609_forte_arco-normal.wav,1,14,09,56,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_248709_forte_arco-normal.wav,2,24,09,87,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_453809_forte_arco-normal.wav,3,45,09,38,0.01,forte,arco-normal,bowed,Csmaj145609_248709_453809c.wav,Csmaj145609_248709_453809c.wav
10,21,43,major,pianissimo,arco-normal,solo_wavs/solo_cello/cello_101502_pianissimo_arco-normal.wav,1,10,02,15,0.01,pianissimo,arco-normal,bowed,solo_wavs/solo_viola/viola_218506_mezzo-piano_arco-normal.wav,2,21,06,85,0.01,mezzo-piano,arco-normal,bowed,solo_wavs/solo_violin1/violin1_434702_pianissimo_arco-normal.wav,3,43,02,47,0.01,pianissimo,arco-normal,bowed,Dmaj101502_218506_434702o.wav,Dmaj101502_218506_434702o.wav
10,21,43,major,mezzo-piano,arco-normal,solo_wavs/solo_cello/cello_101709_mezzo-piano_arco-normal.wav,1,10,09,17,0.01,mezzo-piano,arco-normal,bowed,solo_wavs/solo_viola/viola_218609_forte_arco-normal.wav,2,21,09,86,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_434709_forte_arco-normal.wav,3,43,09,47,0.01,forte,arco-normal,bowed,Dmaj101709_218609_434709o.wav,Dmaj101709_218609_434709o.wav
10,22,41,major,forte,arco-normal,solo_wavs/solo_cello/cello_106609_forte_arco-normal.wav,1,10,09,66,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_222709_forte_arco-normal.wav,2,22,09,27,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_413309_forte_arco-normal.wav,3,41,09,33,0.01,forte,arco-normal,bowed,Dmaj106609_222709_413309o.wav,Dmaj106609_222709_413309o.wav
11,23,44,major,forte,arco-normal,solo_wavs/solo_cello/cello_113609_forte_arco-normal.wav,1,11,09,36,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_230809_piano_arco-normal.wav,2,23,09,08,0.01,piano,arco-normal,bowed,solo_wavs/solo_violin1/violin1_446509_forte_arco-normal.wav,3,44,09,65,0.01,forte,arco-normal,bowed,Dmaj113609_230809_446509o.wav,Dmaj113609_230809_446509o.wav
11,23,43,major,forte,arco-normal,solo_wavs/solo_cello/cello_113709_forte_arco-normal.wav,1,11,09,37,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_230409_fortissimo_arco-normal.wav,2,23,09,04,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_violin1/violin1_434810_mezzo-forte_arco-sul-ponticello.wav,3,43,10,48,0.01,mezzo-forte,arco-sul-ponticello,bowed,Dmaj113709_230409_434810c.wav,Dmaj113709_230409_434810c.wav
11,22,41,major,forte,arco-normal,solo_wavs/solo_cello/cello_118609_forte_arco-normal.wav,1,11,09,86,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_222421_forte_natural-harmonic.wav,2,22,21,24,0.01,forte,natural-harmonic,harmonic,solo_wavs/solo_violin1/violin1_413509_forte_arco-normal.wav,3,41,09,35,0.01,forte,arco-normal,bowed,Dmaj118609_222421_413509c.wav,Dmaj118609_222421_413509c.wav
11,22,41,major,forte,arco-normal,solo_wavs/solo_cello/cello_118709_forte_arco-normal.wav,1,11,09,87,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_222419_piano_pizz-normal.wav,2,22,19,24,0.01,piano,pizz-normal,plucked,solo_wavs/solo_violin1/violin1_413809_forte_arco-normal.wav,3,41,09,38,0.01,forte,arco-normal,bowed,Dmaj118709_222419_413809c.wav,Dmaj118709_222419_413809c.wav
12,21,43,major,forte,arco-normal,solo_wavs/solo_cello/cello_122609_forte_arco-normal.wav,1,12,09,26,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_213515_pianissimo_arco-col-legno-battuto.wav,2,21,15,35,0.01,pianissimo,arco-col-legno-battuto,col_legno,solo_wavs/solo_violin1/violin1_430509_mezzo-forte_arco-normal.wav,3,43,09,05,0.01,mezzo-forte,arco-normal,bowed,Dmaj122609_213515_430509c.wav,Dmaj122609_213515_430509c.wav
12,24,45,major,forte,arco-normal,solo_wavs/solo_cello/cello_125309_forte_arco-normal.wav,1,12,09,53,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_242509_forte_arco-normal.wav,2,24,09,25,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_458609_forte_arco-normal.wav,3,45,09,86,0.01,forte,arco-normal,bowed,Dmaj125309_242509_458609o.wav,Dmaj125309_242509_458609o.wav
13,23,45,major,forte,arco-normal,solo_wavs/solo_cello/cello_134609_forte_arco-normal.wav,1,13,09,46,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_237309_forte_arco-normal.wav,2,23,09,73,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_454617_mezzo-piano_non-vibrato.wav,3,45,17,46,0.01,mezzo-piano,non-vibrato,bowed,Dmaj134609_237309_454617o.wav,Dmaj134609_237309_454617o.wav
13,25,45,major,forte,arco-normal,solo_wavs/solo_cello/cello_137609_forte_arco-normal.wav,1,13,09,76,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_254309_forte_arco-normal.wav,2,25,09,43,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_458809_forte_arco-normal.wav,3,45,09,88,0.01,forte,arco-normal,bowed,Dmaj137609_254309_458809c.wav,Dmaj137609_254309_458809c.wav
14,24,44,major,forte,arco-normal,solo_wavs/solo_cello/cello_142309_forte_arco-normal.wav,1,14,09,23,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_246309_forte_arco-normal.wav,2,24,09,63,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_449709_forte_arco-normal.wav,3,44,09,97,0.01,forte,arco-normal,bowed,Dmaj142309_246309_449709o.wav,Dmaj142309_246309_449709o.wav
10,22,41,major,forte,arco-normal,solo_wavs/solo_cello/cello_107809_forte_arco-normal.wav,1,10,09,78,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_223709_forte_arco-normal.wav,2,22,09,37,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_414509_forte_arco-normal.wav,3,41,09,45,0.01,forte,arco-normal,bowed,Dsmaj107809_223709_414509o.wav,Dsmaj107809_223709_414509o.wav
11,21,43,major,mezzo-piano,arco-normal,solo_wavs/solo_cello/cello_111709_mezzo-piano_arco-normal.wav,1,11,09,17,0.01,mezzo-piano,arco-normal,bowed,solo_wavs/solo_viola/viola_214809_forte_arco-normal.wav,2,21,09,48,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_431509_pianissimo_arco-normal.wav,3,43,09,15,0.01,pianissimo,arco-normal,bowed,Dsmaj111709_214809_431509o.wav,Dsmaj111709_214809_431509o.wav
11,23,42,major,forte,arco-normal,solo_wavs/solo_cello/cello_119309_forte_arco-normal.wav,1,11,09,93,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_235409_forte_arco-normal.wav,2,23,09,54,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_426803_piano_arco-normal.wav,3,42,03,68,0.01,piano,arco-normal,bowed,Dsmaj119309_235409_426803o.wav,Dsmaj119309_235409_426803o.wav
11,22,41,major,forte,arco-normal,solo_wavs/solo_cello/cello_119709_forte_arco-normal.wav,1,11,09,97,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_223609_forte_arco-normal.wav,2,22,09,36,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_414509_forte_arco-normal.wav,3,41,09,45,0.01,forte,arco-normal,bowed,Dsmaj119709_223609_414509c.wav,Dsmaj119709_223609_414509c.wav
13,23,43,major,forte,arco-normal,solo_wavs/solo_cello/cello_131309_forte_arco-normal.wav,1,13,09,13,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_235709_forte_arco-normal.wav,2,23,09,57,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_438519_piano_pizz-normal.wav,3,43,19,85,0.01,piano,pizz-normal,plucked,Dsmaj131309_235709_438519o.wav,Dsmaj131309_235709_438519o.wav
13,23,43,major,fortissimo,arco-normal,solo_wavs/solo_cello/cello_131409_fortissimo_arco-normal.wav,1,13,09,14,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_viola/viola_235809_forte_arco-normal.wav,2,23,09,58,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_438709_forte_arco-normal.wav,3,43,09,87,0.01,forte,arco-normal,bowed,Dsmaj131409_235809_438709o.wav,Dsmaj131409_235809_438709o.wav
