cello_pitch,viola_pitch,violin1_pitch,chord_type,dynamic,technique,cello_file,cello_instrument_code,cello_pitch_code,cello_technique_code,cello_dynamic_code,cello_audible_duration,cello_dynamic,cello_technique,cello_family,viola_file,viola_instrument_code,viola_pitch_code,viola_technique_code,viola_dynamic_code,viola_audible_duration,viola_dynamic,viola_technique,viola_family,violin1_file,violin1_instrument_code,violin1_pitch_code,violin1_technique_code,violin1_dynamic_code,violin1_audible_duration,violin1_dynamic,violin1_technique,violin1_family,wav_filename,chord_filename
14,24,43,major,mezzo-piano,arco-normal,solo_wavs/solo_cello/cello_141709_mezzo-piano_arco-normal.wav,1,14,09,17,0.01,mezzo-piano,arco-normal,bowed,solo_wavs/solo_viola/viola_244709_forte_arco-normal.wav,2,24,09,47,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_437709_forte_arco-normal.wav,3,43,09,77,0.01,forte,arco-normal,bowed,Amaj141709_244709_437709c.wav,Amaj141709_244709_437709c.wav
11,23,43,major,forte,arco-normal,solo_wavs/solo_cello/cello_114609_forte_arco-normal.wav,1,11,09,46,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_230609_mezzo-piano_arco-normal.wav,2,23,09,06,0.01,mezzo-piano,arco-normal,bowed,solo_wavs/solo_violin1/violin1_433609_forte_arco-normal.wav,3,43,09,36,0.01,forte,arco-normal,bowed,Asmaj114609_230609_433609c.wav,Asmaj114609_230609_433609c.wav
11,22,41,major,forte,arco-normal,solo_wavs/solo_cello/cello_118609_forte_arco-normal.wav,1,11,09,86,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_221609_forte_arco-normal.wav,2,22,09,16,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_414609_forte_arco-normal.wav,3,41,09,46,0.01,forte,arco-normal,bowed,Asmaj118609_221609_414609c.wav,Asmaj118609_221609_414609c.wav
12,21,43,major,fortissimo,arco-normal,solo_wavs/solo_cello/cello_121409_fortissimo_arco-normal.wav,1,12,09,14,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_viola/viola_214409_forte_arco-normal.wav,2,21,09,44,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_430409_fortissimo_arco-normal.wav,3,43,09,04,0.01,fortissimo,arco-normal,bowed,Asmaj121409_214409_430409c.wav,Asmaj121409_214409_430409c.wav
12,21,43,major,forte,arco-normal,solo_wavs/solo_cello/cello_121809_forte_arco-normal.wav,1,12,09,18,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_214809_forte_arco-normal.wav,2,21,09,48,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_430809_piano_arco-normal.wav,3,43,09,08,0.01,piano,arco-normal,bowed,Asmaj121809_214809_430809c.wav,Asmaj121809_214809_430809c.wav
12,24,45,major,forte,arco-normal,solo_wavs/solo_cello/cello_126609_forte_arco-normal.wav,1,12,09,66,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_242609_forte_arco-normal.wav,2,24,09,26,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_457609_forte_arco-normal.wav,3,45,09,76,0.01,forte,arco-normal,bowed,Asmaj126609_242609_457609o.wav,Asmaj126609_242609_457609o.wav
12,25,45,major,forte,arco-normal,solo_wavs/solo_cello/cello_126709_forte_arco-normal.wav,1,12,09,67,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_254709_forte_arco-normal.wav,2,25,09,47,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_457709_forte_arco-normal.wav,3,45,09,77,0.01,forte,arco-normal,bowed,Asmaj126709_254709_457709o.wav,Asmaj126709_254709_457709o.wav
13,24,43,major,fortissimo,arco-normal,solo_wavs/solo_cello/cello_130409_fortissimo_arco-normal.wav,1,13,09,04,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_viola/viola_245409_forte_arco-normal.wav,2,24,09,54,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_438409_forte_arco-normal.wav,3,43,09,84,0.01,forte,arco-normal,bowed,Asmaj130409_245409_438409o.wav,Asmaj130409_245409_438409o.wav
13,24,43,major,mezzo-piano,arco-normal,solo_wavs/solo_cello/cello_130609_mezzo-piano_arco-normal.wav,1,13,09,06,0.01,mezzo-piano,arco-normal,bowed,solo_wavs/solo_viola/viola_245609_forte_arco-normal.wav,2,24,09,56,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_438609_forte_arco-normal.wav,3,43,09,86,0.01,forte,arco-normal,bowed,Asmaj130609_245609_438609o.wav,Asmaj130609_245609_438609o.wav
10,23,43,major,forte,arco-normal,solo_wavs/solo_cello/cello_103809_forte_arco-normal.wav,1,10,09,38,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_231809_forte_arco-normal.wav,2,23,09,18,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_434809_forte_arco-normal.wav,3,43,09,48,0.01,forte,arco-normal,bowed,Bmaj103809_231809_434809o.wav,Bmaj103809_231809_434809o.wav
11,23,44,major,forte,arco-normal,solo_wavs/solo_cello/cello_115609_forte_arco-normal.wav,1,11,09,56,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_231609_forte_arco-normal.wav,2,23,09,16,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_446609_forte_arco-normal.wav,3,44,09,66,0.01,forte,arco-normal,bowed,Bmaj115609_231609_446609o.wav,Bmaj115609_231609_446609o.wav
11,24,44,major,forte,arco-normal,solo_wavs/solo_cello/cello_115609_forte_arco-normal.wav,1,11,09,56,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_243609_forte_arco-normal.wav,2,24,09,36,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_446609_forte_arco-normal.wav,3,44,09,66,0.01,forte,arco-normal,bowed,Bmaj115609_243609_446609o.wav,Bmaj115609_243609_446609o.wav
12,25,45,major,forte,arco-normal,solo_wavs/solo_cello/cello_127309_forte_arco-normal.wav,1,12,09,73,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_255309_forte_arco-normal.wav,2,25,09,53,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_458309_forte_arco-normal.wav,3,45,09,83,0.01,forte,arco-normal,bowed,Bmaj127309_255309_458309o.wav,Bmaj127309_255309_458309o.wav
13,23,42,major,forte,arco-normal,solo_wavs/solo_cello/cello_131309_forte_arco-normal.wav,1,13,09,13,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_234309_forte_arco-normal.wav,2,23,09,43,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_427309_forte_arco-normal.wav,3,42,09,73,0.01,forte,arco-normal,bowed,Bmaj131309_234309_427309c.wav,Bmaj131309_234309_427309c.wav
10,22,42,major,forte,arco-normal,solo_wavs/solo_cello/cello_104809_forte_arco-normal.wav,1,10,09,48,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_220809_piano_arco-normal.wav,2,22,09,08,0.01,piano,arco-normal,bowed,solo_wavs/solo_violin1/violin1_423809_forte_arco-normal.wav,3,42,09,38,0.01,forte,arco-normal,bowed,Cmaj104809_220809_423809o.wav,Cmaj104809_220809_423809o.wav
12,23,44,major,fortissimo,arco-normal,solo_wavs/solo_cello/cello_120409_fortissimo_arco-normal.wav,1,12,09,04,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_viola/viola_235409_forte_arco-normal.wav,2,23,09,54,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_440409_fortissimo_arco-normal.wav,3,44,09,04,0.01,fortissimo,arco-normal,bowed,Cmaj120409_235409_440409o.wav,Cmaj120409_235409_440409o.wav
12,23,44,major,forte,arco-normal,solo_wavs/solo_cello/cello_120709_forte_arco-normal.wav,1,12,09,07,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_235709_forte_arco-normal.wav,2,23,09,57,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_440709_forte_arco-normal.wav,3,44,09,07,0.01,forte,arco-normal,bowed,Cmaj120709_235709_440709o.wav,Cmaj120709_235709_440709o.wav
13,24,45,major,forte,arco-normal,solo_wavs/solo_cello/cello_135709_forte_arco-normal.wav,1,13,09,57,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_240709_forte_arco-normal.wav,2,24,09,07,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_456709_forte_arco-normal.wav,3,45,09,67,0.01,forte,arco-normal,bowed,Cmaj135709_240709_456709o.wav,Cmaj135709_240709_456709o.wav
14,24,45,major,forte,arco-normal,solo_wavs/solo_cello/cello_144409_forte_arco-normal.wav,1,14,09,44,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_247409_forte_arco-normal.wav,2,24,09,74,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_452409_forte_arco-normal.wav,3,45,09,24,0.01,forte,arco-normal,bowed,Cmaj144409_247409_452409c.wav,Cmaj144409_247409_452409c.wav
14,25,46,major,forte,arco-normal,solo_wavs/solo_cello/cello_147309_forte_arco-normal.wav,1,14,09,73,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_252309_forte_arco-normal.wav,2,25,09,23,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_468309_forte_arco-normal.wav,3,46,09,83,0.01,forte,arco-normal,bowed,Cmaj147309_252309_468309o.wav,Cmaj147309_252309_468309o.wav
15,25,47,major,forte,arco-normal,solo_wavs/solo_cello/cello_152409_forte_arco-normal.wav,1,15,09,24,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_256409_forte_arco-normal.wav,2,25,09,64,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_471409_fortissimo_arco-normal.wav,3,47,09,14,0.01,fortissimo,arco-normal,bowed,Cmaj152409_256409_471409o.wav,Cmaj152409_256409_471409o.wav
10,22,42,major,forte,arco-normal,solo_wavs/solo_cello/cello_105609_forte_arco-normal.wav,1,10,09,56,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_221609_forte_arco-normal.wav,2,22,09,16,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_424609_forte_arco-normal.wav,3,42,09,46,0.01,forte,arco-normal,bowed,Csmaj105609_221609_424609o.wav,Csmaj105609_221609_424609o.wav
10,22,42,major,forte,arco-normal,solo_wavs/solo_cello/cello_109309_forte_arco-normal.wav,1,10,09,93,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_224309_forte_arco-normal.wav,2,22,09,43,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_429309_forte_arco-normal.wav,3,42,09,93,0.01,forte,arco-normal,bowed,Csmaj109309_224309_429309o.wav,Csmaj109309_224309_429309o.wav
12,24,44,major,forte,arco-normal,solo_wavs/solo_cello/cello_129309_forte_arco-normal.wav,1,12,09,93,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_245309_forte_arco-normal.wav,2,24,09,53,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_448309_forte_arco-normal.wav,3,44,09,83,0.01,forte,arco-normal,bowed,Csmaj129309_245309_448309o.wav,Csmaj129309_245309_448309o.wav
14,24,46,major,forte,arco-normal,solo_wavs/solo_cello/cello_141609_forte_arco-normal.wav,1,14,09,16,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_245609_forte_arco-normal.wav,2,24,09,56,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_460609_mezzo-piano_arco-normal.wav,3,46,09,06,0.01,mezzo-piano,arco-normal,bowed,Csmaj141609_245609_460609o.wav,Csmaj141609_245609_460609o.wav
14,24,46,major,mezzo-piano,arco-normal,solo_wavs/solo_cello/cello_141709_mezzo-piano_arco-normal.wav,1,14,09,17,0.01,mezzo-piano,arco-normal,bowed,solo_wavs/solo_viola/viola_245709_forte_arco-normal.wav,2,24,09,57,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_460709_forte_arco-normal.wav,3,46,09,07,0.01,forte,arco-normal,bowed,Csmaj141709_245709_460709o.wav,Csmaj141709_245709_460709o.wav
14,25,45,major,forte,arco-normal,solo_wavs/solo_cello/cello_148309_forte_arco-normal.wav,1,14,09,83,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_253309_forte_arco-normal.wav,2,25,09,33,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_457309_forte_arco-normal.wav,3,45,09,73,0.01,forte,arco-normal,bowed,Csmaj148309_253309_457309c.wav,Csmaj148309_253309_457309c.wav
11,23,43,major,forte,arco-normal,solo_wavs/solo_cello/cello_113709_forte_arco-normal.wav,1,11,09,37,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_230709_forte_arco-normal.wav,2,23,09,07,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_434709_forte_arco-normal.wav,3,43,09,47,0.01,forte,arco-normal,bowed,Dmaj113709_230709_434709c.wav,Dmaj113709_230709_434709c.wav
11,22,41,major,forte,arco-normal,solo_wavs/solo_cello/cello_118709_forte_arco-normal.wav,1,11,09,87,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_222709_forte_arco-normal.wav,2,22,09,27,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_413709_forte_arco-normal.wav,3,41,09,37,0.01,forte,arco-normal,bowed,Dmaj118709_222709_413709c.wav,Dmaj118709_222709_413709c.wav
12,24,44,major,forte,arco-normal,solo_wavs/solo_cello/cello_125609_forte_arco-normal.wav,1,12,09,56,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_242609_forte_arco-normal.wav,2,24,09,26,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_446609_forte_arco-normal.wav,3,44,09,66,0.01,forte,arco-normal,bowed,Dmaj125609_242609_446609c.wav,Dmaj125609_242609_446609c.wav
14,24,44,major,forte,arco-normal,solo_wavs/solo_cello/cello_142309_forte_arco-normal.wav,1,14,09,23,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_246309_forte_arco-normal.wav,2,24,09,63,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_449309_forte_arco-normal.wav,3,44,09,93,0.01,forte,arco-normal,bowed,Dmaj142309_246309_449309o.wav,Dmaj142309_246309_449309o.wav
14,24,46,major,forte,arco-normal,solo_wavs/solo_cello/cello_146409_forte_arco-normal.wav,1,14,09,64,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_249409_forte_arco-normal.wav,2,24,09,94,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_466409_forte_arco-normal.wav,3,46,09,64,0.01,forte,arco-normal,bowed,Dmaj146409_249409_466409o.wav,Dmaj146409_249409_466409o.wav
10,21,43,major,forte,arco-normal,solo_wavs/solo_cello/cello_102309_forte_arco-normal.wav,1,10,09,23,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_219309_forte_arco-normal.wav,2,21,09,93,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_435309_forte_arco-normal.wav,3,43,09,53,0.01,forte,arco-normal,bowed,Dsmaj102309_219309_435309o.wav,Dsmaj102309_219309_435309o.wav
10,22,41,major,forte,arco-normal,solo_wavs/solo_cello/cello_107709_forte_arco-normal.wav,1,10,09,77,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_223709_forte_arco-normal.wav,2,22,09,37,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_414709_forte_arco-normal.wav,3,41,09,47,0.01,forte,arco-normal,bowed,Dsmaj107709_223709_414709o.wav,Dsmaj107709_223709_414709o.wav
11,23,43,major,forte,arco-normal,solo_wavs/solo_cello/cello_114609_forte_arco-normal.wav,1,11,09,46,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_231609_forte_arco-normal.wav,2,23,09,16,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_435609_forte_arco-normal.wav,3,43,09,56,0.01,forte,arco-normal,bowed,Dsmaj114609_231609_435609c.wav,Dsmaj114609_231609_435609c.wav
11,23,44,major,forte,arco-normal,solo_wavs/solo_cello/cello_114609_forte_arco-normal.wav,1,11,09,46,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_231609_forte_arco-normal.wav,2,23,09,16,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_447609_forte_arco-normal.wav,3,44,09,76,0.01,forte,arco-normal,bowed,Dsmaj114609_231609_447609o.wav,Dsmaj114609_231609_447609o.wav
12,21,43,major,forte,arco-normal,solo_wavs/solo_cello/cello_123809_forte_arco-normal.wav,1,12,09,38,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_214809_forte_arco-normal.wav,2,21,09,48,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_431809_forte_arco-normal.wav,3,43,09,18,0.01,forte,arco-normal,bowed,Dsmaj123809_214809_431809c.wav,Dsmaj123809_214809_431809c.wav
13,23,43,major,forte,arco-normal,solo_wavs/solo_cello/cello_131309_forte_arco-normal.wav,1,13,09,13,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_235309_forte_arco-normal.wav,2,23,09,53,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_438309_forte_arco-normal.wav,3,43,09,83,0.01,forte,arco-normal,bowed,Dsmaj131309_235309_438309o.wav,Dsmaj131309_235309_438309o.wav
11,23,44,major,forte,arco-normal,solo_wavs/solo_cello/cello_115409_forte_arco-normal.wav,1,11,09,54,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_232409_forte_arco-normal.wav,2,23,09,24,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_448409_forte_arco-normal.wav,3,44,09,84,0.01,forte,arco-normal,bowed,Emaj115409_232409_448409o.wav,Emaj115409_232409_448409o.wav
12,22,41,major,fortissimo,arco-normal,solo_wavs/solo_cello/cello_120409_fortissimo_arco-normal.wav,1,12,09,04,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_viola/viola_224409_forte_arco-normal.wav,2,22,09,44,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_415409_forte_arco-normal.wav,3,41,09,54,0.01,forte,arco-normal,bowed,Emaj120409_224409_415409c.wav,Emaj120409_224409_415409c.wav
12,23,42,major,forte,arco-normal,solo_wavs/solo_cello/cello_120709_forte_arco-normal.wav,1,12,09,07,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_236709_forte_arco-normal.wav,2,23,09,67,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_427709_forte_arco-normal.wav,3,42,09,77,0.01,forte,arco-normal,bowed,Emaj120709_236709_427709o.wav,Emaj120709_236709_427709o.wav
12,22,44,major,forte,arco-normal,solo_wavs/solo_cello/cello_124709_forte_arco-normal.wav,1,12,09,47,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_227709_forte_arco-normal.wav,2,22,09,77,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_444709_forte_arco-normal.wav,3,44,09,47,0.01,forte,arco-normal,bowed,Emaj124709_227709_444709o.wav,Emaj124709_227709_444709o.wav
13,23,43,major,forte,arco-normal,solo_wavs/solo_cello/cello_132609_forte_arco-normal.wav,1,13,09,26,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_236609_forte_arco-normal.wav,2,23,09,66,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_439609_forte_arco-normal.wav,3,43,09,96,0.01,forte,arco-normal,bowed,Emaj132609_236609_439609o.wav,Emaj132609_236609_439609o.wav
14,24,45,major,forte,arco-normal,solo_wavs/solo_cello/cello_144609_forte_arco-normal.wav,1,14,09,46,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_248609_forte_arco-normal.wav,2,24,09,86,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_451609_forte_arco-normal.wav,3,45,09,16,0.01,forte,arco-normal,bowed,Emaj144609_248609_451609o.wav,Emaj144609_248609_451609o.wav
14,26,45,major,forte,arco-normal,solo_wavs/solo_cello/cello_144609_forte_arco-normal.wav,1,14,09,46,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_260609_mezzo-piano_arco-normal.wav,2,26,09,06,0.01,mezzo-piano,arco-normal,bowed,solo_wavs/solo_violin1/violin1_451609_forte_arco-normal.wav,3,45,09,16,0.01,forte,arco-normal,bowed,Emaj144609_260609_451609o.wav,Emaj144609_260609_451609o.wav
14,23,45,major,forte,arco-normal,solo_wavs/solo_cello/cello_148709_forte_arco-normal.wav,1,14,09,87,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_239709_forte_arco-normal.wav,2,23,09,97,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_456709_forte_arco-normal.wav,3,45,09,67,0.01,forte,arco-normal,bowed,Emaj148709_239709_456709c.wav,Emaj148709_239709_456709c.wav
12,21,44,major,fortissimo,arco-normal,solo_wavs/solo_cello/cello_121409_fortissimo_arco-normal.wav,1,12,09,14,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_viola/viola_213409_forte_arco-normal.wav,2,21,09,34,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_440409_fortissimo_arco-normal.wav,3,44,09,04,0.01,fortissimo,arco-normal,bowed,Fmaj121409_213409_440409o.wav,Fmaj121409_213409_440409o.wav
13,22,44,major,forte,arco-normal,solo_wavs/solo_cello/cello_133409_forte_arco-normal.wav,1,13,09,34,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_225409_forte_arco-normal.wav,2,22,09,54,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_440409_fortissimo_arco-normal.wav,3,44,09,04,0.01,fortissimo,arco-normal,bowed,Fmaj133409_225409_440409c.wav,Fmaj133409_225409_440409c.wav
