cello_pitch,viola_pitch,interval,semitones,dynamic,technique,cello_file,cello_instrument_code,cello_pitch_code,cello_technique_code,cello_dynamic_code,cello_audible_duration,cello_dynamic,cello_technique,cello_family,viola_file,viola_instrument_code,viola_pitch_code,viola_technique_code,viola_dynamic_code,viola_audible_duration,viola_dynamic,viola_technique,viola_family,wav_filename,chord_filename
12,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_123309_forte_arco-normal.wav,1,12,09,33,0.01,forte,arco-normal,bowed,,,,,,,,,,123309_431309.wav,123309_431309.wav
12,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_123309_forte_arco-normal.wav,1,12,09,33,0.01,forte,arco-normal,bowed,,,,,,,,,,123309_434309.wav,123309_434309.wav
12,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_123809_forte_arco-normal.wav,1,12,09,38,0.01,forte,arco-normal,bowed,,,,,,,,,,123809_433809.wav,123809_433809.wav
12,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_124609_forte_arco-normal.wav,1,12,09,46,0.01,forte,arco-normal,bowed,,,,,,,,,,124609_435609.wav,124609_435609.wav
12,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_124809_forte_arco-normal.wav,1,12,09,48,0.01,forte,arco-normal,bowed,,,,,,,,,,124809_441809.wav,124809_441809.wav
12,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_125309_forte_arco-normal.wav,1,12,09,53,0.01,forte,arco-normal,bowed,,,,,,,,,,125309_437309.wav,125309_437309.wav
12,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_126409_forte_arco-normal.wav,1,12,09,64,0.01,forte,arco-normal,bowed,,,,,,,,,,126409_439409.wav,126409_439409.wav
12,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_126709_forte_arco-normal.wav,1,12,09,67,0.01,forte,arco-normal,bowed,,,,,,,,,,126709_433709.wav,126709_433709.wav
12,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_128709_forte_arco-normal.wav,1,12,09,87,0.01,forte,arco-normal,bowed,,,,,,,,,,128709_433709.wav,128709_433709.wav
12,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_129309_forte_arco-normal.wav,1,12,09,93,0.01,forte,arco-normal,bowed,,,,,,,,,,129309_447309.wav,129309_447309.wav
12,,cello violin,,mezzo-piano,non-vibrato,solo_wavs/solo_cello/cello_129617_mezzo-piano_non-vibrato.wav,1,12,17,96,0.01,mezzo-piano,non-vibrato,bowed,,,,,,,,,,129617_443617.wav,129617_443617.wav
13,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_130709_forte_arco-normal.wav,1,13,09,07,0.01,forte,arco-normal,bowed,,,,,,,,,,130709_436709.wav,130709_436709.wav
13,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_131609_forte_arco-normal.wav,1,13,09,16,0.01,forte,arco-normal,bowed,,,,,,,,,,131609_441609.wav,131609_441609.wav
13,,cello violin,,mezzo-piano,non-vibrato,solo_wavs/solo_cello/cello_131617_mezzo-piano_non-vibrato.wav,1,13,17,16,0.01,mezzo-piano,non-vibrato,bowed,,,,,,,,,,131617_434617.wav,131617_434617.wav
13,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_133309_forte_arco-normal.wav,1,13,09,33,0.01,forte,arco-normal,bowed,,,,,,,,,,133309_434309.wav,133309_434309.wav
13,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_135309_forte_arco-normal.wav,1,13,09,53,0.01,forte,arco-normal,bowed,,,,,,,,,,135309_439309.wav,135309_439309.wav
13,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_135309_forte_arco-normal.wav,1,13,09,53,0.01,forte,arco-normal,bowed,,,,,,,,,,135309_450309.wav,135309_450309.wav
13,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_136409_forte_arco-normal.wav,1,13,09,64,0.01,forte,arco-normal,bowed,,,,,,,,,,136409_449409.wav,136409_449409.wav
13,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_136609_forte_arco-normal.wav,1,13,09,66,0.01,forte,arco-normal,bowed,,,,,,,,,,136609_437609.wav,136609_437609.wav
13,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_136609_forte_arco-normal.wav,1,13,09,66,0.01,forte,arco-normal,bowed,,,,,,,,,,136609_440609.wav,136609_440609.wav
13,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_139309_forte_arco-normal.wav,1,13,09,93,0.01,forte,arco-normal,bowed,,,,,,,,,,139309_450309.wav,139309_450309.wav
14,,cello violin,,fortissimo,arco-normal,solo_wavs/solo_cello/cello_140409_fortissimo_arco-normal.wav,1,14,09,04,0.01,fortissimo,arco-normal,bowed,,,,,,,,,,140409_452409.wav,140409_452409.wav
14,,cello violin,,fortissimo,arco-normal,solo_wavs/solo_cello/cello_140409_fortissimo_arco-normal.wav,1,14,09,04,0.01,fortissimo,arco-normal,bowed,,,,,,,,,,140409_458409.wav,140409_458409.wav
14,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_140709_forte_arco-normal.wav,1,14,09,07,0.01,forte,arco-normal,bowed,,,,,,,,,,140709_453709.wav,140709_453709.wav
14,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_142309_forte_arco-normal.wav,1,14,09,23,0.01,forte,arco-normal,bowed,,,,,,,,,,142309_448309.wav,142309_448309.wav
14,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_145709_forte_arco-normal.wav,1,14,09,57,0.01,forte,arco-normal,bowed,,,,,,,,,,145709_447709.wav,145709_447709.wav
14,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_145709_forte_arco-normal.wav,1,14,09,57,0.01,forte,arco-normal,bowed,,,,,,,,,,145709_450709.wav,145709_450709.wav
14,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_148309_forte_arco-normal.wav,1,14,09,83,0.01,forte,arco-normal,bowed,,,,,,,,,,148309_449309.wav,148309_449309.wav
14,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_148609_forte_arco-normal.wav,1,14,09,86,0.01,forte,arco-normal,bowed,,,,,,,,,,148609_452609.wav,148609_452609.wav
15,,cello violin,,forte,arco-normal,solo_wavs/solo_cello/cello_152609_forte_arco-normal.wav,1,15,09,26,0.01,forte,arco-normal,bowed,,,,,,,,,,152609_455609.wav,152609_455609.wav
