cello_pitch,viola_pitch,violin2_pitch,violin1_pitch,chord_type,dynamic,technique,cello_file,cello_instrument_code,cello_pitch_code,cello_technique_code,cello_dynamic_code,cello_audible_duration,cello_dynamic,cello_technique,cello_family,viola_file,viola_instrument_code,viola_pitch_code,viola_technique_code,viola_dynamic_code,viola_audible_duration,viola_dynamic,viola_technique,viola_family,violin2_file,violin2_instrument_code,violin2_pitch_code,violin2_technique_code,violin2_dynamic_code,violin2_audible_duration,violin2_dynamic,violin2_technique,violin2_family,violin1_file,violin1_instrument_code,violin1_pitch_code,violin1_technique_code,violin1_dynamic_code,violin1_audible_duration,violin1_dynamic,violin1_technique,violin1_family,wav_filename,chord_filename
10,23,33,42,half_diminished_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_103409_forte_arco-normal.wav,1,10,09,34,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_230409_fortissimo_arco-normal.wav,2,23,09,04,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_violin2/violin2_333409_forte_arco-normal.wav,3,33,09,34,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_425409_forte_arco-normal.wav,4,42,09,54,0.01,forte,arco-normal,bowed,Bm7b5_103409_230409_333409_425409o.wav,Bm7b5_103409_230409_333409_425409o.wav
12,22,35,45,half_diminished_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_125709_forte_arco-normal.wav,1,12,09,57,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_227709_forte_arco-normal.wav,2,22,09,77,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_354709_forte_arco-normal.wav,3,35,09,47,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_457709_forte_arco-normal.wav,4,45,09,77,0.01,forte,arco-normal,bowed,Bm7b5_125709_227709_354709_457709o.wav,Bm7b5_125709_227709_354709_457709o.wav
12,24,35,44,half_diminished_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_127309_forte_arco-normal.wav,1,12,09,73,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_242309_forte_arco-normal.wav,2,24,09,23,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_357309_forte_arco-normal.wav,3,35,09,73,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_449309_forte_arco-normal.wav,4,44,09,93,0.01,forte,arco-normal,bowed,Bm7b5_127309_242309_357309_449309o.wav,Bm7b5_127309_242309_357309_449309o.wav
12,25,35,45,half_diminished_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_126709_forte_arco-normal.wav,1,12,09,67,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_252709_forte_arco-normal.wav,2,25,09,27,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_355709_forte_arco-normal.wav,3,35,09,57,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_458709_forte_arco-normal.wav,4,45,09,87,0.01,forte,arco-normal,bowed,Cm7b5_126709_252709_355709_458709o.wav,Cm7b5_126709_252709_355709_458709o.wav
13,25,35,45,half_diminished_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_138409_forte_arco-normal.wav,1,13,09,84,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_252409_forte_arco-normal.wav,2,25,09,24,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_355409_forte_arco-normal.wav,3,35,09,54,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_458409_forte_arco-normal.wav,4,45,09,84,0.01,forte,arco-normal,bowed,Cm7b5_138409_252409_355409_458409c.wav,Cm7b5_138409_252409_355409_458409c.wav
13,25,36,47,half_diminished_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_138709_forte_arco-normal.wav,1,13,09,87,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_252709_forte_arco-normal.wav,2,25,09,27,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_367709_forte_arco-normal.wav,3,36,09,77,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_470709_forte_arco-normal.wav,4,47,09,07,0.01,forte,arco-normal,bowed,Cm7b5_138709_252709_367709_470709o.wav,Cm7b5_138709_252709_367709_470709o.wav
14,25,35,45,half_diminished_seventh,fortissimo,arco-normal,solo_wavs/solo_cello/cello_140409_fortissimo_arco-normal.wav,1,14,09,04,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_viola/viola_255409_forte_arco-normal.wav,2,25,09,54,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_358409_forte_arco-normal.wav,3,35,09,84,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_450409_fortissimo_arco-normal.wav,4,45,09,04,0.01,fortissimo,arco-normal,bowed,Cm7b5_140409_255409_358409_450409o.wav,Cm7b5_140409_255409_358409_450409o.wav
14,23,36,46,half_diminished_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_146409_forte_arco-normal.wav,1,14,09,64,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_238409_forte_arco-normal.wav,2,23,09,84,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_364409_forte_arco-normal.wav,3,36,09,44,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_467409_forte_arco-normal.wav,4,46,09,74,0.01,forte,arco-normal,bowed,Cm7b5_146409_238409_364409_467409o.wav,Cm7b5_146409_238409_364409_467409o.wav
10,22,31,42,half_diminished_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_108309_forte_arco-normal.wav,1,10,09,83,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_223309_forte_arco-normal.wav,2,22,09,33,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_315309_forte_arco-normal.wav,3,31,09,53,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_429309_forte_arco-normal.wav,4,42,09,93,0.01,forte,arco-normal,bowed,Csm7b5_108309_223309_315309_429309o.wav,Csm7b5_108309_223309_315309_429309o.wav
12,23,34,43,half_diminished_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_129409_forte_arco-normal.wav,1,12,09,94,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_232409_forte_arco-normal.wav,2,23,09,24,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_347409_forte_arco-normal.wav,3,34,09,74,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_439409_forte_arco-normal.wav,4,43,09,94,0.01,forte,arco-normal,bowed,Csm7b5_129409_232409_347409_439409o.wav,Csm7b5_129409_232409_347409_439409o.wav
13,23,32,44,half_diminished_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_132309_forte_arco-normal.wav,1,13,09,23,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_235309_forte_arco-normal.wav,2,23,09,53,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_327309_forte_arco-normal.wav,3,32,09,73,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_441309_forte_arco-normal.wav,4,44,09,13,0.01,forte,arco-normal,bowed,Csm7b5_132309_235309_327309_441309c.wav,Csm7b5_132309_235309_327309_441309c.wav
12,24,34,44,half_diminished_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_124409_forte_arco-normal.wav,1,12,09,44,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_240409_fortissimo_arco-normal.wav,2,24,09,04,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_violin2/violin2_342409_forte_arco-normal.wav,3,34,09,24,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_445409_forte_arco-normal.wav,4,44,09,54,0.01,forte,arco-normal,bowed,Dm7b5_124409_240409_342409_445409o.wav,Dm7b5_124409_240409_342409_445409o.wav
13,23,35,45,half_diminished_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_133409_forte_arco-normal.wav,1,13,09,34,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_236409_forte_arco-normal.wav,2,23,09,64,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_352409_forte_arco-normal.wav,3,35,09,24,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_454409_forte_arco-normal.wav,4,45,09,44,0.01,forte,arco-normal,bowed,Dm7b5_133409_236409_352409_454409o.wav,Dm7b5_133409_236409_352409_454409o.wav
14,24,35,46,half_diminished_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_145609_forte_arco-normal.wav,1,14,09,56,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_248609_forte_arco-normal.wav,2,24,09,86,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_352609_forte_arco-normal.wav,3,35,09,26,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_466609_forte_arco-normal.wav,4,46,09,66,0.01,forte,arco-normal,bowed,Dm7b5_145609_248609_352609_466609o.wav,Dm7b5_145609_248609_352609_466609o.wav
14,26,36,46,half_diminished_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_145609_forte_arco-normal.wav,1,14,09,56,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_260609_mezzo-piano_arco-normal.wav,2,26,09,06,0.01,mezzo-piano,arco-normal,bowed,solo_wavs/solo_violin2/violin2_364609_forte_arco-normal.wav,3,36,09,46,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_466609_forte_arco-normal.wav,4,46,09,66,0.01,forte,arco-normal,bowed,Dm7b5_145609_260609_364609_466609o.wav,Dm7b5_145609_260609_364609_466609o.wav
10,22,31,42,half_diminished_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_107409_forte_arco-normal.wav,1,10,09,74,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_222409_forte_arco-normal.wav,2,22,09,24,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_313409_forte_arco-normal.wav,3,31,09,34,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_429409_forte_arco-normal.wav,4,42,09,94,0.01,forte,arco-normal,bowed,Dsm7b5_107409_222409_313409_429409o.wav,Dsm7b5_107409_222409_313409_429409o.wav
11,22,33,43,half_diminished_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_113409_forte_arco-normal.wav,1,11,09,34,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_229409_forte_arco-normal.wav,2,22,09,94,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_331409_fortissimo_arco-normal.wav,3,33,09,14,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_violin1/violin1_434409_forte_arco-normal.wav,4,43,09,44,0.01,forte,arco-normal,bowed,Dsm7b5_113409_229409_331409_434409c.wav,Dsm7b5_113409_229409_331409_434409c.wav
12,24,34,44,half_diminished_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_125309_forte_arco-normal.wav,1,12,09,53,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_241309_forte_arco-normal.wav,2,24,09,13,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_343309_forte_arco-normal.wav,3,34,09,33,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_446309_forte_arco-normal.wav,4,44,09,63,0.01,forte,arco-normal,bowed,Dsm7b5_125309_241309_343309_446309c.wav,Dsm7b5_125309_241309_343309_446309c.wav
13,22,35,45,half_diminished_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_134409_forte_arco-normal.wav,1,13,09,44,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_225409_forte_arco-normal.wav,2,22,09,54,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_353409_forte_arco-normal.wav,3,35,09,34,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_455409_forte_arco-normal.wav,4,45,09,54,0.01,forte,arco-normal,bowed,Dsm7b5_134409_225409_353409_455409o.wav,Dsm7b5_134409_225409_353409_455409o.wav
11,23,34,44,half_diminished_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_114409_forte_arco-normal.wav,1,11,09,44,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_230409_fortissimo_arco-normal.wav,2,23,09,04,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_violin2/violin2_344409_forte_arco-normal.wav,3,34,09,44,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_447409_forte_arco-normal.wav,4,44,09,74,0.01,forte,arco-normal,bowed,Em7b5_114409_230409_344409_447409o.wav,Em7b5_114409_230409_344409_447409o.wav
12,22,34,44,half_diminished_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_123809_forte_arco-normal.wav,1,12,09,38,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_226809_forte_arco-normal.wav,2,22,09,68,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_342809_forte_arco-normal.wav,3,34,09,28,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_444809_forte_arco-normal.wav,4,44,09,48,0.01,forte,arco-normal,bowed,Em7b5_123809_226809_342809_444809o.wav,Em7b5_123809_226809_342809_444809o.wav
13,23,33,43,half_diminished_seventh,mezzo-piano,arco-normal,solo_wavs/solo_cello/cello_130609_mezzo-piano_arco-normal.wav,1,13,09,06,0.01,mezzo-piano,arco-normal,bowed,solo_wavs/solo_viola/viola_232609_forte_arco-normal.wav,2,23,09,26,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_335609_forte_arco-normal.wav,3,33,09,56,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_438609_forte_arco-normal.wav,4,43,09,86,0.01,forte,arco-normal,bowed,Em7b5_130609_232609_335609_438609o.wav,Em7b5_130609_232609_335609_438609o.wav
13,25,35,45,half_diminished_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_138409_forte_arco-normal.wav,1,13,09,84,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_254409_forte_arco-normal.wav,2,25,09,44,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_356409_forte_arco-normal.wav,3,35,09,64,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_459409_forte_arco-normal.wav,4,45,09,94,0.01,forte,arco-normal,bowed,Em7b5_138409_254409_356409_459409c.wav,Em7b5_138409_254409_356409_459409c.wav
14,24,33,46,half_diminished_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_144609_forte_arco-normal.wav,1,14,09,46,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_247609_forte_arco-normal.wav,2,24,09,76,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_338609_forte_arco-normal.wav,3,33,09,86,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_466609_forte_arco-normal.wav,4,46,09,66,0.01,forte,arco-normal,bowed,Em7b5_144609_247609_338609_466609o.wav,Em7b5_144609_247609_338609_466609o.wav
11,23,33,44,half_diminished_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_115709_forte_arco-normal.wav,1,11,09,57,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_231709_mezzo-piano_arco-normal.wav,2,23,09,17,0.01,mezzo-piano,arco-normal,bowed,solo_wavs/solo_violin2/violin2_333709_forte_arco-normal.wav,3,33,09,37,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_448709_forte_arco-normal.wav,4,44,09,87,0.01,forte,arco-normal,bowed,Fm7b5_115709_231709_333709_448709o.wav,Fm7b5_115709_231709_333709_448709o.wav
13,22,34,44,half_diminished_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_136709_forte_arco-normal.wav,1,13,09,67,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_227709_forte_arco-normal.wav,2,22,09,77,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_343709_forte_arco-normal.wav,3,34,09,37,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_445709_forte_arco-normal.wav,4,44,09,57,0.01,forte,arco-normal,bowed,Fm7b5_136709_227709_343709_445709c.wav,Fm7b5_136709_227709_343709_445709c.wav
12,22,31,44,half_diminished_seventh,piano,arco-normal,solo_wavs/solo_cello/cello_120309_piano_arco-normal.wav,1,12,09,03,0.01,piano,arco-normal,bowed,solo_wavs/solo_viola/viola_222309_forte_arco-normal.wav,2,22,09,23,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_313309_forte_arco-normal.wav,3,31,09,33,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_440309_piano_arco-normal.wav,4,44,09,03,0.01,piano,arco-normal,bowed,Fsm7b5_120309_222309_313309_440309o.wav,Fsm7b5_120309_222309_313309_440309o.wav
12,22,31,42,half_diminished_seventh,mezzo-piano,arco-normal,solo_wavs/solo_cello/cello_121709_mezzo-piano_arco-normal.wav,1,12,09,17,0.01,mezzo-piano,arco-normal,bowed,solo_wavs/solo_viola/viola_223709_forte_arco-normal.wav,2,22,09,37,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_314709_forte_arco-normal.wav,3,31,09,47,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_429709_forte_arco-normal.wav,4,42,09,97,0.01,forte,arco-normal,bowed,Gm7b5_121709_223709_314709_429709c.wav,Gm7b5_121709_223709_314709_429709c.wav
12,24,35,45,half_diminished_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_126609_forte_arco-normal.wav,1,12,09,66,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_241609_forte_arco-normal.wav,2,24,09,16,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_357609_forte_arco-normal.wav,3,35,09,76,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_459609_forte_arco-normal.wav,4,45,09,96,0.01,forte,arco-normal,bowed,Gm7b5_126609_241609_357609_459609o.wav,Gm7b5_126609_241609_357609_459609o.wav
12,23,33,42,half_diminished_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_129409_forte_arco-normal.wav,1,12,09,94,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_233409_forte_arco-normal.wav,2,23,09,34,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_335409_forte_arco-normal.wav,3,33,09,54,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_426409_forte_arco-normal.wav,4,42,09,64,0.01,forte,arco-normal,bowed,Gm7b5_129409_233409_335409_426409c.wav,Gm7b5_129409_233409_335409_426409c.wav
14,24,35,45,half_diminished_seventh,fortissimo,arco-normal,solo_wavs/solo_cello/cello_141409_fortissimo_arco-normal.wav,1,14,09,14,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_viola/viola_245409_forte_arco-normal.wav,2,24,09,54,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_359409_forte_arco-normal.wav,3,35,09,94,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_450409_fortissimo_arco-normal.wav,4,45,09,04,0.01,fortissimo,arco-normal,bowed,Gm7b5_141409_245409_359409_450409o.wav,Gm7b5_141409_245409_359409_450409o.wav
11,23,33,44,half_diminished_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_115609_forte_arco-normal.wav,1,11,09,56,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_230609_mezzo-piano_arco-normal.wav,2,23,09,06,0.01,mezzo-piano,arco-normal,bowed,solo_wavs/solo_violin2/violin2_334609_forte_arco-normal.wav,3,33,09,46,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_448609_forte_arco-normal.wav,4,44,09,86,0.01,forte,arco-normal,bowed,Gsm7b5_115609_230609_334609_448609o.wav,Gsm7b5_115609_230609_334609_448609o.wav
11,23,33,42,half_diminished_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_118409_forte_arco-normal.wav,1,11,09,84,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_234409_forte_arco-normal.wav,2,23,09,44,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_336409_forte_arco-normal.wav,3,33,09,64,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_427409_forte_arco-normal.wav,4,42,09,74,0.01,forte,arco-normal,bowed,Gsm7b5_118409_234409_336409_427409o.wav,Gsm7b5_118409_234409_336409_427409o.wav
