cello_pitch,viola_pitch,violin2_pitch,violin1_pitch,chord_type,dynamic,technique,cello_file,cello_instrument_code,cello_pitch_code,cello_technique_code,cello_dynamic_code,cello_audible_duration,cello_dynamic,cello_technique,cello_family,viola_file,viola_instrument_code,viola_pitch_code,viola_technique_code,viola_dynamic_code,viola_audible_duration,viola_dynamic,viola_technique,viola_family,violin2_file,violin2_instrument_code,violin2_pitch_code,violin2_technique_code,violin2_dynamic_code,violin2_audible_duration,violin2_dynamic,violin2_technique,violin2_family,violin1_file,violin1_instrument_code,violin1_pitch_code,violin1_technique_code,violin1_dynamic_code,violin1_audible_duration,violin1_dynamic,violin1_technique,violin1_family,wav_filename,chord_filename
12,21,34,44,minor_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_124409_forte_arco-normal.wav,1,12,09,44,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_214409_forte_arco-normal.wav,2,21,09,44,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_341409_fortissimo_arco-normal.wav,3,34,09,14,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_violin1/violin1_445409_forte_arco-normal.wav,4,44,09,54,0.01,forte,arco-normal,bowed,Asmin7_124409_214409_341409_445409o.wav,Asmin7_124409_214409_341409_445409o.wav
12,21,32,43,minor_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_124809_forte_arco-normal.wav,1,12,09,48,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_214809_forte_arco-normal.wav,2,21,09,48,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_329809_forte_arco-normal.wav,3,32,09,98,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_433809_forte_arco-normal.wav,4,43,09,38,0.01,forte,arco-normal,bowed,Asmin7_124809_214809_329809_433809c.wav,Asmin7_124809_214809_329809_433809c.wav
12,24,35,46,minor_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_126409_forte_arco-normal.wav,1,12,09,64,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_241409_fortissimo_arco-normal.wav,2,24,09,14,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_violin2/violin2_357409_forte_arco-normal.wav,3,35,09,74,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_460409_fortissimo_arco-normal.wav,4,46,09,04,0.01,fortissimo,arco-normal,bowed,Asmin7_126409_241409_357409_460409o.wav,Asmin7_126409_241409_357409_460409o.wav
13,25,35,46,minor_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_138609_forte_arco-normal.wav,1,13,09,86,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_253609_forte_arco-normal.wav,2,25,09,36,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_357609_forte_arco-normal.wav,3,35,09,76,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_460609_mezzo-piano_arco-normal.wav,4,46,09,06,0.01,mezzo-piano,arco-normal,bowed,Asmin7_138609_253609_357609_460609c.wav,Asmin7_138609_253609_357609_460609c.wav
11,21,31,43,minor_seventh,fortissimo,arco-normal,solo_wavs/solo_cello/cello_110409_fortissimo_arco-normal.wav,1,11,09,04,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_viola/viola_213409_forte_arco-normal.wav,2,21,09,34,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_315409_forte_arco-normal.wav,3,31,09,54,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_430409_fortissimo_arco-normal.wav,4,43,09,04,0.01,fortissimo,arco-normal,bowed,Bmin7_110409_213409_315409_430409o.wav,Bmin7_110409_213409_315409_430409o.wav
12,22,35,45,minor_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_125409_forte_arco-normal.wav,1,12,09,54,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_227409_forte_arco-normal.wav,2,22,09,74,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_354409_forte_arco-normal.wav,3,35,09,44,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_458409_forte_arco-normal.wav,4,45,09,84,0.01,forte,arco-normal,bowed,Bmin7_125409_227409_354409_458409o.wav,Bmin7_125409_227409_354409_458409o.wav
13,22,33,45,minor_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_134409_forte_arco-normal.wav,1,13,09,44,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_225409_forte_arco-normal.wav,2,22,09,54,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_339409_forte_arco-normal.wav,3,33,09,94,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_454409_forte_arco-normal.wav,4,45,09,44,0.01,forte,arco-normal,bowed,Bmin7_134409_225409_339409_454409o.wav,Bmin7_134409_225409_339409_454409o.wav
10,22,33,43,minor_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_102709_forte_arco-normal.wav,1,10,09,27,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_228709_forte_arco-normal.wav,2,22,09,87,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_331709_mezzo-piano_arco-normal.wav,3,33,09,17,0.01,mezzo-piano,arco-normal,bowed,solo_wavs/solo_violin1/violin1_435709_forte_arco-normal.wav,4,43,09,57,0.01,forte,arco-normal,bowed,Cmin7_102709_228709_331709_435709o.wav,Cmin7_102709_228709_331709_435709o.wav
10,22,31,42,minor_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_107309_forte_arco-normal.wav,1,10,09,73,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_223309_forte_arco-normal.wav,2,22,09,33,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_314309_forte_arco-normal.wav,3,31,09,43,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_428309_forte_arco-normal.wav,4,42,09,83,0.01,forte,arco-normal,bowed,Cmin7_107309_223309_314309_428309o.wav,Cmin7_107309_223309_314309_428309o.wav
11,22,33,44,minor_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_114409_forte_arco-normal.wav,1,11,09,44,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_228409_forte_arco-normal.wav,2,22,09,84,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_331409_fortissimo_arco-normal.wav,3,33,09,14,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_violin1/violin1_447409_forte_arco-normal.wav,4,44,09,74,0.01,forte,arco-normal,bowed,Cmin7_114409_228409_331409_447409o.wav,Cmin7_114409_228409_331409_447409o.wav
11,22,32,44,minor_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_119409_forte_arco-normal.wav,1,11,09,94,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_223409_forte_arco-normal.wav,2,22,09,34,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_326409_forte_arco-normal.wav,3,32,09,64,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_440409_fortissimo_arco-normal.wav,4,44,09,04,0.01,fortissimo,arco-normal,bowed,Cmin7_119409_223409_326409_440409o.wav,Cmin7_119409_223409_326409_440409o.wav
12,22,34,44,minor_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_123309_forte_arco-normal.wav,1,12,09,33,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_226309_forte_arco-normal.wav,2,22,09,63,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_340309_piano_arco-normal.wav,3,34,09,03,0.01,piano,arco-normal,bowed,solo_wavs/solo_violin1/violin1_443309_forte_arco-normal.wav,4,44,09,33,0.01,forte,arco-normal,bowed,Cmin7_123309_226309_340309_443309o.wav,Cmin7_123309_226309_340309_443309o.wav
12,23,33,42,minor_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_128409_forte_arco-normal.wav,1,12,09,84,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_231409_fortissimo_arco-normal.wav,2,23,09,14,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_violin2/violin2_335409_forte_arco-normal.wav,3,33,09,54,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_426409_forte_arco-normal.wav,4,42,09,64,0.01,forte,arco-normal,bowed,Cmin7_128409_231409_335409_426409c.wav,Cmin7_128409_231409_335409_426409c.wav
13,23,33,45,minor_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_131309_forte_arco-normal.wav,1,13,09,13,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_235309_forte_arco-normal.wav,2,23,09,53,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_338309_forte_arco-normal.wav,3,33,09,83,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_452309_forte_arco-normal.wav,4,45,09,23,0.01,forte,arco-normal,bowed,Cmin7_131309_235309_338309_452309o.wav,Cmin7_131309_235309_338309_452309o.wav
13,25,36,47,minor_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_138409_forte_arco-normal.wav,1,13,09,84,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_252409_forte_arco-normal.wav,2,25,09,24,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_367409_forte_arco-normal.wav,3,36,09,74,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_471409_fortissimo_arco-normal.wav,4,47,09,14,0.01,fortissimo,arco-normal,bowed,Cmin7_138409_252409_367409_471409o.wav,Cmin7_138409_252409_367409_471409o.wav
13,25,35,45,minor_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_138609_forte_arco-normal.wav,1,13,09,86,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_252609_forte_arco-normal.wav,2,25,09,26,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_355609_forte_arco-normal.wav,3,35,09,56,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_459609_forte_arco-normal.wav,4,45,09,96,0.01,forte,arco-normal,bowed,Cmin7_138609_252609_355609_459609c.wav,Cmin7_138609_252609_355609_459609c.wav
13,25,36,47,minor_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_138609_forte_arco-normal.wav,1,13,09,86,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_252609_forte_arco-normal.wav,2,25,09,26,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_367609_forte_arco-normal.wav,3,36,09,76,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_471609_forte_arco-normal.wav,4,47,09,16,0.01,forte,arco-normal,bowed,Cmin7_138609_252609_367609_471609o.wav,Cmin7_138609_252609_367609_471609o.wav
14,24,34,45,minor_seventh,mezzo-piano,arco-normal,solo_wavs/solo_cello/cello_140609_mezzo-piano_arco-normal.wav,1,14,09,06,0.01,mezzo-piano,arco-normal,bowed,solo_wavs/solo_viola/viola_243609_forte_arco-normal.wav,2,24,09,36,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_347609_forte_arco-normal.wav,3,34,09,76,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_450609_mezzo-piano_arco-normal.wav,4,45,09,06,0.01,mezzo-piano,arco-normal,bowed,Cmin7_140609_243609_347609_450609o.wav,Cmin7_140609_243609_347609_450609o.wav
12,22,31,44,minor_seventh,fortissimo,arco-normal,solo_wavs/solo_cello/cello_120409_fortissimo_arco-normal.wav,1,12,09,04,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_viola/viola_224409_forte_arco-normal.wav,2,22,09,44,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_315409_forte_arco-normal.wav,3,31,09,54,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_441409_fortissimo_arco-normal.wav,4,44,09,14,0.01,fortissimo,arco-normal,bowed,Csmin7_120409_224409_315409_441409o.wav,Csmin7_120409_224409_315409_441409o.wav
12,22,34,44,minor_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_124409_forte_arco-normal.wav,1,12,09,44,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_227409_forte_arco-normal.wav,2,22,09,74,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_341409_fortissimo_arco-normal.wav,3,34,09,14,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_violin1/violin1_444409_forte_arco-normal.wav,4,44,09,44,0.01,forte,arco-normal,bowed,Csmin7_124409_227409_341409_444409o.wav,Csmin7_124409_227409_341409_444409o.wav
12,23,33,42,minor_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_129609_forte_arco-normal.wav,1,12,09,96,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_232609_forte_arco-normal.wav,2,23,09,26,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_336609_forte_arco-normal.wav,3,33,09,66,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_427609_forte_arco-normal.wav,4,42,09,76,0.01,forte,arco-normal,bowed,Csmin7_129609_232609_336609_427609c.wav,Csmin7_129609_232609_336609_427609c.wav
13,25,35,45,minor_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_137709_forte_arco-normal.wav,1,13,09,77,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_252709_forte_arco-normal.wav,2,25,09,27,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_354709_forte_arco-normal.wav,3,35,09,47,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_457709_forte_arco-normal.wav,4,45,09,77,0.01,forte,arco-normal,bowed,Dmin7_137709_252709_354709_457709c.wav,Dmin7_137709_252709_354709_457709c.wav
14,24,34,43,minor_seventh,piano,arco-normal,solo_wavs/solo_cello/cello_140309_piano_arco-normal.wav,1,14,09,03,0.01,piano,arco-normal,bowed,solo_wavs/solo_viola/viola_242309_forte_arco-normal.wav,2,24,09,23,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_345309_forte_arco-normal.wav,3,34,09,53,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_437309_forte_arco-normal.wav,4,43,09,73,0.01,forte,arco-normal,bowed,Dmin7_140309_242309_345309_437309c.wav,Dmin7_140309_242309_345309_437309c.wav
10,22,33,43,minor_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_102809_forte_arco-normal.wav,1,10,09,28,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_229809_forte_arco-normal.wav,2,22,09,98,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_331809_forte_arco-normal.wav,3,33,09,18,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_434809_forte_arco-normal.wav,4,43,09,48,0.01,forte,arco-normal,bowed,Dsmin7_102809_229809_331809_434809o.wav,Dsmin7_102809_229809_331809_434809o.wav
11,24,34,44,minor_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_114709_forte_arco-normal.wav,1,11,09,47,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_241709_mezzo-piano_arco-normal.wav,2,24,09,17,0.01,mezzo-piano,arco-normal,bowed,solo_wavs/solo_violin2/violin2_343709_forte_arco-normal.wav,3,34,09,37,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_446709_forte_arco-normal.wav,4,44,09,67,0.01,forte,arco-normal,bowed,Dsmin7_114709_241709_343709_446709o.wav,Dsmin7_114709_241709_343709_446709o.wav
14,24,34,43,minor_seventh,mezzo-piano,arco-normal,solo_wavs/solo_cello/cello_141709_mezzo-piano_arco-normal.wav,1,14,09,17,0.01,mezzo-piano,arco-normal,bowed,solo_wavs/solo_viola/viola_243709_forte_arco-normal.wav,2,24,09,37,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_346709_forte_arco-normal.wav,3,34,09,67,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_438709_forte_arco-normal.wav,4,43,09,87,0.01,forte,arco-normal,bowed,Dsmin7_141709_243709_346709_438709c.wav,Dsmin7_141709_243709_346709_438709c.wav
12,22,31,44,minor_seventh,fortissimo,arco-normal,solo_wavs/solo_cello/cello_120409_fortissimo_arco-normal.wav,1,12,09,04,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_viola/viola_223409_forte_arco-normal.wav,2,22,09,34,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_315409_forte_arco-normal.wav,3,31,09,54,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_442409_forte_arco-normal.wav,4,44,09,24,0.01,forte,arco-normal,bowed,Emin7_120409_223409_315409_442409o.wav,Emin7_120409_223409_315409_442409o.wav
13,25,35,47,minor_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_139409_forte_arco-normal.wav,1,13,09,94,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_254409_forte_arco-normal.wav,2,25,09,44,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_356409_forte_arco-normal.wav,3,35,09,64,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_471409_fortissimo_arco-normal.wav,4,47,09,14,0.01,fortissimo,arco-normal,bowed,Emin7_139409_254409_356409_471409o.wav,Emin7_139409_254409_356409_471409o.wav
14,24,35,45,minor_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_142409_forte_arco-normal.wav,1,14,09,24,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_244409_forte_arco-normal.wav,2,24,09,44,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_359409_forte_arco-normal.wav,3,35,09,94,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_451409_fortissimo_arco-normal.wav,4,45,09,14,0.01,fortissimo,arco-normal,bowed,Emin7_142409_244409_359409_451409o.wav,Emin7_142409_244409_359409_451409o.wav
11,22,33,44,minor_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_119409_forte_arco-normal.wav,1,11,09,94,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_221409_fortissimo_arco-normal.wav,2,22,09,14,0.01,fortissimo,arco-normal,bowed,solo_wavs/solo_violin2/violin2_336409_forte_arco-normal.wav,3,33,09,64,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_440409_fortissimo_arco-normal.wav,4,44,09,04,0.01,fortissimo,arco-normal,bowed,Fmin7_119409_221409_336409_440409o.wav,Fmin7_119409_221409_336409_440409o.wav
14,24,36,46,minor_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_143709_forte_arco-normal.wav,1,14,09,37,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_245709_forte_arco-normal.wav,2,24,09,57,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_360709_forte_arco-normal.wav,3,36,09,07,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_464709_forte_arco-normal.wav,4,46,09,47,0.01,forte,arco-normal,bowed,Fmin7_143709_245709_360709_464709o.wav,Fmin7_143709_245709_360709_464709o.wav
14,25,36,46,minor_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_148709_forte_arco-normal.wav,1,14,09,87,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_252709_forte_arco-normal.wav,2,25,09,27,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_367709_forte_arco-normal.wav,3,36,09,77,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_469709_forte_arco-normal.wav,4,46,09,97,0.01,forte,arco-normal,bowed,Fmin7_148709_252709_367709_469709o.wav,Fmin7_148709_252709_367709_469709o.wav
12,22,31,44,minor_seventh,piano,arco-normal,solo_wavs/solo_cello/cello_120309_piano_arco-normal.wav,1,12,09,03,0.01,piano,arco-normal,bowed,solo_wavs/solo_viola/viola_222309_forte_arco-normal.wav,2,22,09,23,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_313309_forte_arco-normal.wav,3,31,09,33,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_441309_forte_arco-normal.wav,4,44,09,13,0.01,forte,arco-normal,bowed,Fsmin7_120309_222309_313309_441309o.wav,Fsmin7_120309_222309_313309_441309o.wav
13,25,35,47,minor_seventh,forte,arco-normal,solo_wavs/solo_cello/cello_137709_forte_arco-normal.wav,1,13,09,77,0.01,forte,arco-normal,bowed,solo_wavs/solo_viola/viola_253709_forte_arco-normal.wav,2,25,09,37,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin2/violin2_356709_forte_arco-normal.wav,3,35,09,67,0.01,forte,arco-normal,bowed,solo_wavs/solo_violin1/violin1_470709_forte_arco-normal.wav,4,47,09,07,0.01,forte,arco-normal,bowed,Fsmin7_137709_253709_356709_470709o.wav,Fsmin7_137709_253709_356709_470709o.wav
